"Year","Time","U_NTR","U_RD","U_RF","C12","C13","C23","C123","ReturnPeriod_Trivariate","ReturnPeriod_Bivariate","Density","t","mu_sim","sigma_sim","Sim_RF","Sim_NTR","Sim_RD"
1952,1,0.531379500240338,0.447805884365375,0.113703411305323,0.315521983555346,0.0797038931629188,0.0773396880509282,0.065,0.635572815641028,0.46017106504105,0.0797038931629188,-0.939082819986311,54.4152195054952,29.5434002709461,57.9915505945495,0.282640854466877,28.0041433597955
1952,1,0.791606010826484,0.860049652122119,0.623379441676661,0.709915982829925,0.522447091889142,0.567502147458716,0.463,3.2346695739357,1.86112924707588,0.522447091889142,-0.939082819986311,54.4152195054952,29.5434002709461,83.9506690751764,0.473557648818961,106.219578955408
1952,1,0.297457640813108,0.0472556874766413,0.0094957563560456,0.0273076843241084,0.0053547455198643,0.0028253026883031,0,0.293565636645823,0.286368290199187,0.0053547455198643,-0.939082819986311,54.4152195054952,29.5434002709461,54.6971613470415,0.147860347405474,1.49118098285479
1952,1,0.631270065165432,0.679478127750954,0.514251141343266,0.495042662877444,0.363634089536198,0.399462492053,0.301,1.51354726733741,0.916956381594315,0.363634089536198,-0.939082819986311,54.4152195054952,29.5434002709461,76.1208713155121,0.346240035322424,58.1558516481737
1952,1,0.44363277070212,0.870001358260136,0.282733583590016,0.418699381328084,0.160305665716385,0.265454955765432,0.162,2.32308839039482,0.460893942389253,0.160305665716385,-0.939082819986311,54.4152195054952,29.5434002709461,64.31132816994,0.231091823110247,110.568671618866
1952,1,0.293167056830695,0.426101581959227,0.837295628152788,0.189974100491656,0.265636571252812,0.38749250160505,0.172,1.74613156589481,1.47957571924437,0.265636571252812,-0.939082819986311,54.4152195054952,29.5434002709461,110.464436932895,0.145386850009409,25.9463415894288
1952,1,0.169161709806025,0.163653268515702,0.186722789658234,0.056195651713757,0.0509024259695501,0.0593302440162521,0.019,0.318526849647933,0.287762361764747,0.0509024259695501,-0.939082819986311,54.4152195054952,29.5434002709461,60.5516909046131,0.0699708236494426,6.9967333624909
1952,1,0.0200659430095683,0.140989926509185,0.302693370729685,0.00671397509655689,0.0108861984143966,0.0735806137816459,0.003,0.320291312869648,0.290644072269343,0.0108861984143966,-0.939082819986311,54.4152195054952,29.5434002709461,65.1590647835426,-0.0614200231796072,5.78515696655792
1952,1,0.587067543370235,0.708955536364574,0.218799541005865,0.480723463158235,0.157372141969058,0.185205608197956,0.136,1.15956419288341,0.568981855821829,0.157372141969058,-0.939082819986311,54.4152195054952,29.5434002709461,61.7535186633504,0.317211147725894,63.6541444793789
1952,1,0.187963760645408,0.91756090864856,0.914658166002482,0.183630562329892,0.180990196190381,0.852629954018125,0.174,8.67006521242902,2.55205328850039,0.180990196190381,-0.939082819986311,54.4152195054952,29.5434002709461,131.586365942413,0.0821353670103977,137.595020772814
1952,1,0.226563496827676,0.274032868421839,0.456091482425109,0.110025569079643,0.134430089591393,0.171729030423102,0.071,0.514804700262753,0.442698137686466,0.134430089591393,-0.939082819986311,54.4152195054952,29.5434002709461,72.6715303947413,0.106099242948212,13.7975644373618
1952,1,0.606084880652094,0.208179586485288,0.50730687007308,0.172052865081627,0.347260552740854,0.144544432458644,0.124,0.916227013692119,0.855180333059517,0.347260552740854,-0.939082819986311,54.4152195054952,29.5434002709461,75.6868888766418,0.329498542293302,9.55864200903317
1952,1,0.969401415845059,0.188713976704591,0.201248037628829,0.187204255845379,0.199039491962682,0.0698949542758778,0.067,6.7169831608936,7.04472451063935,0.199039491962682,-0.939082819986311,54.4152195054952,29.5434002709461,61.0896420072781,0.789335541783914,8.40905981508534
1952,1,0.731774140894201,0.665632324729615,0.807352340314537,0.545186264405695,0.615608560745283,0.575366343264205,0.467,3.10547613951206,2.61499165833267,0.615608560745283,-0.939082819986311,54.4152195054952,29.5434002709461,105.041888503453,0.420486166445065,55.7566181424088
1952,1,0.353374429383213,0.544458544575856,0.311824307078496,0.262743356050064,0.14497925594512,0.217765021210206,0.116,0.667043875157954,0.416857275104342,0.14497925594512,-0.939082819986311,54.4152195054952,29.5434002709461,65.5553912755501,0.17976654119198,38.4640491474502
1952,1,0.569616933788237,0.660575177610916,0.501997472951189,0.446657911174668,0.3265774049766,0.382710569107592,0.27,1.30075970102192,0.78442754981236,0.3265774049766,-0.939082819986311,54.4152195054952,29.5434002709461,75.3593800014624,0.306170151056854,54.9067216625181
