Sim_NTR,Sim_RF,Sim_RD,RP
-0.116590906223737,157.77106637558512,137.075959136019,5
-0.021353716096576512,156.1828139838205,186.790179878776,5
0.020800105923442475,154.5900914363076,136.308545873014,5
0.05397371349400403,152.99715277497606,212.759656587272,5
0.08237848670766917,151.4041212592338,236.460460032556,5
0.1077701280043172,149.81103869446275,64.4296406171854,5
0.13076990833308375,148.21791971634792,190.781478666739,5
0.152028038641103,146.6247765216599,56.4143188236933,5
0.17174232405694204,145.03161345335442,40.879130102731,5
0.19020746896507082,143.43843539519239,145.560235560614,5
0.20757873562018073,141.8452450258465,68.0429646011157,5
0.22397285459167504,140.25204429896806,66.4653558585166,5
0.23951331379249594,138.65883501048674,68.3170368931617,5
0.25423249969447476,137.06561791676637,125.768709516942,5
0.26832290188994334,135.4723951327081,5.16755093075225,5
0.28171356272859577,133.8791663166431,44.940821692098,5
0.29452444246649845,132.2859327294787,111.740889021201,5
0.3067690758354978,130.692694689612,7.80629011675294,5
0.31851499099364566,129.09945289514005,117.002039620148,5
0.3298127675143661,127.50620785688346,135.415288106994,5
0.34063487926461583,125.91295951573062,68.209189653902,5
0.3510752629163091,124.31970862617422,68.0699448791858,5
0.36109478846706367,122.72645503514856,61.687330768779,5
0.37076679418794184,121.13319929716229,60.6198231209097,5
0.3800939896419589,119.53994150248252,78.3523546316037,5
0.3890796968530298,117.9466817452854,790.922259167498,5
0.39774730302187655,116.35342022590302,94.7581602465198,5
0.4061272589262782,114.76015716678894,72.6169120265757,5
0.4142186984954053,113.16689261616071,270.746543846724,5
0.4220319874881916,111.57362667668524,88.0806862212099,5
0.42960897256440517,109.98035959551929,196.305728829926,5
0.4369154327809187,108.38709125135104,103.390761198621,5
0.4439717101468565,106.79382177985632,144.479540909449,5
0.45077864500443326,105.20055122316865,50.692071498186,5
0.45736220231645697,103.60727972665315,111.211373516213,5
0.46372014252695304,102.01400731384408,128.652526656772,5
0.4698461676033423,100.42073399290086,20.1744898659035,5
0.4757810397817727,98.82745994831585,25.6973936150846,5
0.48154458870631783,97.23418527640182,125.213487196685,5
0.4870965466198648,95.64090985164181,100.878136002029,5
0.49248598599287075,94.0476338690164,130.592288439828,5
0.49770245494673326,92.45435731033068,144.540565821812,5
0.5027718336653926,90.86108027655868,85.5573424802533,5
0.5076793325422184,89.2678027348702,312.465406033157,5
0.5124409475230607,87.67452475041149,20.484434228239,5
0.5170592685108707,86.08124634491928,43.1068363259097,5
0.5215535846073702,84.48796758628994,72.1035935185357,5
0.525941322441688,82.89468852999227,53.8687293000522,5
0.5302205241118506,81.30140917722834,16.4600523240326,5
0.5343700337452415,79.70812948103818,75.2708487124204,5
0.5384214865850042,78.11484953364045,97.0260582638162,5
0.542388594099022,76.52156937401135,10.4708136421313,5
0.5462706065596638,74.92828900360745,120.425354595565,5
0.5500355404473185,73.33500835269624,56.4526699786774,5
0.5537468770523284,71.74172757667529,1247.00026804739,5
0.5573951113272733,70.14844665382303,40.586657571468,5
0.5609229894168344,68.55516546048696,80.9628088252057,5
0.5644165213685416,66.96188419197723,54.2432060082678,5
0.5678432101643075,65.36860277726733,57.2929657996408,5
0.571190106671599,63.77532119377996,75.5231628264267,5
0.5745130502709074,62.18203955936248,93.6490056113838,5
0.5777191072861688,60.58875768542295,117.066653184438,5
0.580910235339752,58.99547578217088,42.0550240001129,5
0.5840283623987333,57.402193733697246,13.7342657887574,5
0.5870987841205763,55.80891159373317,105.361514210264,5
0.5901175406621162,54.21562935387866,247.622594309762,5
0.5930717942653767,52.62234699392502,36.5115060319823,5
0.5959900467855265,51.02906456681882,98.5594138559855,5
0.5988281505489119,49.435781995453695,43.6392928815985,5
0.6016404621530796,47.8424993778211,20.4637162427195,5
0.6043637297337285,46.24921660603964,42.2711456777766,5
0.6070575092836441,44.65593378359325,40.5028039033526,5
0.6096672323095893,43.062650821941986,36.8391491216371,5
0.612232444982925,41.46936778731691,7.92088389986859,5
0.6147273480986576,39.87608464182966,75.0858448717106,5
0.617148267281211,38.282801381436485,154.079115963081,5
0.6195256821589635,36.689518055931806,60.1786619926618,5
0.6217909242571557,35.09623456662915,11.7260982934605,5
0.6240247516483309,33.502951032973414,78.5665073413537,5
0.6261569069097624,31.909667360706997,53.3928244025236,5
0.6282064407469148,30.31638357936605,4.11315277290546,5
0.6302025865817585,28.723099730347858,4.47718451030999,5
0.6320617224046734,27.129815715533507,10.8088609630994,5
0.633862453714719,25.536531633618686,15.8361482560119,5
0.6355855116637272,23.94324746590774,2.42036533181929,5
0.637183524497508,22.349963168136718,48.4706562956152,5
0.638680124127586,20.75667877163236,95.730499337894,5
0.6401032954254176,19.163394307890258,35.8489258801655,5
0.641433400756492,17.570109764009608,4.49912590107912,5
0.6426241592558155,15.976825109694074,3.81464532078816,5
0.6437236347359871,14.383540389769049,68.244066915948,5
0.6447177791513565,12.790255600663778,2.8198453478441,5
0.6456161673591576,11.19697075468181,37.0849253812515,5
0.6463996714445461,9.603685848150166,10.7782133022723,5
0.647073623464172,8.010400891647883,21.3280154045795,5
0.647618835984659,6.417115885823822,10.7076916513485,5
0.648052618314487,4.823830845741241,49.4231144187464,5
0.6483783446040088,3.2305457799237933,3.32204597599266,5
0.6485852441643067,1.6372606941511525,16.26080555421,5
0.6486927150919104,0.0439755985138683,5.70728632784863,5
