,Sim_RF,Sim_RD,Sim_NTR,U_RF,U_RD,U_NTR,Weights
6364,110.560867126831,15.0321793164218,0.25680739910273,0.803354335948825,0.291721400419358,0.487977264480488,23
2318,69.2861997134396,19.2558191997044,0.160296354180083,0.375127669190988,0.348024876381043,0.319145989547198,30
1904,79.7155930624562,48.2681405742586,0.313633008441434,0.552593390690163,0.618120125408417,0.581448766256609,20
6677,108.803720127409,133.9884242699,0.543521896096973,0.79315751302056,0.912417294247567,0.855191338676121,45
2800,62.8578203591494,6.34186399535472,0.0219429867349588,0.223533634562045,0.151549363089906,0.101677453018325,35
8224,60.6411900443763,11.004600670927,0.556181754769444,0.112582012079656,0.23161873184313,0.864931775514477,17
14659,106.744158351541,36.7900221469026,0.111012959912378,0.734861620701849,0.530371156449124,0.234697612490133,31
17708,67.2140964692442,57.5210047336722,0.22162716901239,0.204027260886505,0.675875150983072,0.427103232919717,21
17054,62.5954797562433,37.1799904894078,0.434411453747928,0.10283290874213,0.533695986234261,0.74846058778248,21
8921,94.4975726701337,27.9810647529892,0.522284092416968,0.6665711523965,0.447567903273121,0.837667778662727,33
21105,82.6620336171423,90.5883175412449,0.601628466965792,0.450729807838798,0.817316443003771,0.895792818058265,27
13156,109.071214424844,159.743719350912,0.158416172813932,0.756718452787027,0.943071809952193,0.315855932533397,17
19316,120.375374160668,5.94596451616238,0.121981481830609,0.79581201612018,0.144066851287253,0.253081428255438,33
21382,68.795208220741,42.7049508527217,0.0360914800378847,0.212902915896848,0.578085399930053,0.120297937635807,27
1472,65.1439603168064,5.25442605277102,0.238117675362803,0.29212618782185,0.130671377878083,0.455839343427044,32
2414,110.998430140896,52.8197766261457,0.479774804660042,0.828701897524297,0.647805406482908,0.797949588240312,35
19661,59.9618295441392,0.566011642057071,0.0337097786681104,0.0170585340820253,0.0213135674432339,0.117083322560233,58
6478,60.5223107235981,9.55220391523183,0.124026756080493,0.127599072176963,0.208072709125121,0.25654115295391,32
16464,85.3320456566777,9.0848441641005,0.478503394501071,0.518226738553494,0.200251226898584,0.796663579597734,29
23598,65.8073171562802,106.190191951464,0.478394885383103,0.133126203902066,0.859979808379159,0.796553556890025,20
2035,78.9804546929825,82.9721647739287,0.180709371135186,0.542012589517981,0.791803927806447,0.355036951367469,15
11312,87.3387628296473,33.6253588238107,0.0552770837287572,0.574877467239276,0.50237739558868,0.147288134531658,28
8154,172.935150845327,13.7935945680889,0.473116854306778,0.96117257187143,0.273975002969407,0.791150993301538,21
1203,106.715064242328,37.4385417333375,0.290840987918449,0.811078247614205,0.535885791083421,0.544858580556342,28
5511,107.719738191991,93.432815317546,-0.0091745174419658,0.792681598104537,0.825993476548254,0.0651333172660314,16
3489,75.1405624748934,10.0202358350762,-0.0258731208442942,0.472795162349939,0.215782676266767,0.0483323621800176,31
3871,94.8779811160296,106.382829289192,0.330285249706438,0.712183867348358,0.860436995565172,0.60728744938279,23
24999,72.7876037922427,31.0122586508415,0.361571009902555,0.267058299388736,0.477824189142966,0.653558148638373,31
439,111.720357430699,83.910103402241,0.244356813644063,0.841662776889279,0.795136163957318,0.466625788816948,29
8327,72.8247022755305,127.366513503532,0.325259589443172,0.379762251395732,0.902104594046491,0.599573682870866,25
9607,78.6744592275161,2.15610211645952,0.213787029073911,0.468755605863407,0.0638429369894346,0.413350399207851,42
9014,89.0484935147729,23.3250950825218,0.205925117905621,0.607838071882725,0.396958250296617,0.399518257175666,29
23444,66.5588100444873,128.77831141814,0.279565530333757,0.149694024818018,0.904402619809691,0.526284871977027,21
18222,86.9032668980861,21.226512679438,0.514447864020367,0.525169812841341,0.372317363196927,0.830818181220963,27
26674,103.999793489522,52.000083419129,0.766991386589291,0.646531912032515,0.6426492013418,0.964137802610861,26
22594,65.7069418379644,44.139652038264,0.116383090436272,0.136052898596972,0.588832441264043,0.24366099682924,33
8849,62.3307151223603,2.54709608669894,0.401386893374748,0.150461771292612,0.0730947940257199,0.707752607126385,26
24047,61.8917124019073,14.1644530754901,0.237932086008855,0.038673859089613,0.279352880928501,0.455517688853215,31
18171,204.38436655391,131.265797790096,0.706828695191561,0.973677870118991,0.908318473647395,0.945951022697923,59
21965,71.2174433679034,74.8677215316527,0.0857259589657521,0.253172919852659,0.760546599416096,0.193622709976013,32
18694,64.7694496862595,4.42226821502118,0.207300755662815,0.141191559145227,0.113940371359288,0.401940922268909,22
17519,123.67471944227,24.6677322730486,0.0881514074394991,0.820134939160198,0.412103331121848,0.197471824310495,18
5386,87.4046464533733,76.5797154106293,0.465659184436957,0.621490806574002,0.767535358436309,0.783346788672434,33
13835,77.6521300107827,27.8344544645477,0.696254174888676,0.424206958850846,0.446053271210293,0.942061059045949,27
16508,92.9239133853014,4.87984957040005,0.277927313636475,0.60657073254697,0.123228424580878,0.523562483530198,28
10832,79.356134414047,10.3001384244669,0.100362091799874,0.470493645872921,0.220336900332149,0.217153847726279,41
20598,152.396992847571,33.0086951738707,0.538269500678244,0.90382745070383,0.496704588054785,0.850997075213799,25
14196,64.6915547591898,30.243386179367,0.160855692116491,0.169852654915303,0.470336113861861,0.320125413220049,24
7107,177.340396201683,129.170681758446,0.421805303673699,0.967010994674638,0.905031457910282,0.733384891327721,26
21864,61.7438815906754,28.8127325683182,0.0075429836347589,0.0475250133313239,0.456068375024259,0.0839693777684585,25
3894,90.9061996299525,14.0300989033519,0.0789200995222233,0.674977938178927,0.277411055693771,0.182937335827113,37
14904,89.4306439053813,69.8615660035764,0.022114396943221,0.575871821958572,0.738817712897217,0.101896016381193,20
8119,79.4749321282663,36.5360911025533,0.439015762277135,0.492427241057158,0.528191838597867,0.753823382525712,31
21853,66.1543173979168,59.774644192649,0.368317646723399,0.151214450830594,0.688473328893206,0.663122248175511,24
23584,81.93148749681,19.5107275341466,0.352086994880288,0.424800284905359,0.351233295138456,0.639859881881422,21
9682,113.318163248319,5.51226745598309,0.265711843985989,0.799683555727825,0.135716445046421,0.503085884365791,25
25438,75.2526136193961,1.1868304102274,0.0848724857006709,0.303410826483741,0.039195135598706,0.192273305364585,29
11480,68.8761345960551,30.8032696531864,0.0439939966132712,0.282102552475408,0.475801030180102,0.131185009088511,16
24621,124.751937518648,84.6511736262674,0.569236252330469,0.794145609019324,0.797729729907391,0.874441061562575,30
23770,136.829134413194,62.002569709293,0.186869103563087,0.847859039669856,0.700416362098335,0.36590396463966,35
11863,101.82459318492,130.157791858442,0.693794889798114,0.713390577351674,0.90659485688189,0.941123558685044,30
5093,79.162610764611,28.2687069239889,0.274997551528567,0.520332659594715,0.450525409177803,0.518679407529735,38
10345,96.1914281284484,26.3734619343458,0.33784637795728,0.672598490258679,0.430688617469005,0.618750538789204,19
23272,85.3085899483237,38.908142855772,0.178667346254137,0.471617452800274,0.548115885900922,0.35143655398433,23
8518,126.197630333173,30.2636055389346,0.0565931498561265,0.862032463774085,0.470534616688483,0.149207044219644,26
6054,73.4307039955914,46.2977818218345,0.560116678435201,0.415157091571018,0.60443696203969,0.867854583778889,30
23866,67.6497867578574,60.4924821450664,0.489308619080371,0.170570560963824,0.692375733199101,0.807409272989381,20
8007,78.6782385912324,24.6825757162254,0.0218704039565841,0.480445208959281,0.412268176187101,0.101584957005514,27
9748,77.9191698737424,72.9971605180665,0.420245470603988,0.457058250671253,0.752658357351934,0.731479559018464,22
12169,106.219154170074,10.6848341400733,0.775528807899181,0.743705803528428,0.226529146223614,0.966234430466321,15
18977,140.565802071192,153.176125547543,0.118752892716001,0.877300911583006,0.936480457746283,0.247639552766807,14
16084,71.7756132266182,3.52527979521427,0.745159108658147,0.307642282219604,0.0950267399167888,0.958260604224913,18
18772,69.4689143118641,17.8004753337848,0.257942233759734,0.242911576991901,0.32931141740807,0.48991072684105,31
5948,68.0652801522382,15.4205166193147,0.526101938434829,0.314217291073874,0.297162329144592,0.840929254453359,26
11035,63.8220835028707,4.0059327708576,0.0243002879915588,0.172389520099387,0.105285862439325,0.104698718472885,39
2694,132.800656150231,122.289087961958,0.30786758485074,0.910421222215518,0.893362935666914,0.572321274380852,25
16044,59.5890291383931,30.9013144394922,0.306495021776581,0.0306268054991961,0.476751297942965,0.570135108226698,28
22933,101.292136100978,23.5050249458297,0.0630386353026643,0.647006104234606,0.399015153653861,0.158721496413123,37
1728,58.5487625382788,3.16324386703609,0.168892376128209,0.116873282473534,0.0870883227039769,0.334227418124492,26
5400,166.075705994641,74.1736342458113,0.462506320047844,0.95972251240164,0.757650819577437,0.779987148646962,30
15887,87.2762636937732,66.40342753255,0.275274754777277,0.545257363235578,0.722603519781431,0.519142207018033,31
9979,59.5023707042394,90.1417084916952,0.0132979417130519,0.0699503081850708,0.815913916314331,0.0908887538860614,11
5112,66.2754637701202,7.18213735499706,0.118108371330237,0.284906081855297,0.167021609516144,0.246556143257339,36
21860,134.872656346011,55.5531482312171,0.601246343608041,0.847726402571425,0.664429015090037,0.895558889302581,27
18249,60.729273294495,10.7518727398116,-0.0503991452925793,0.0449103019200265,0.227600446173772,0.0276687037839447,40
7722,64.1316616291533,10.1658476544051,0.359435520407348,0.203829839359969,0.218157089955268,0.650499405487677,28
24092,86.5402187608182,5.53583233024364,0.325344600029997,0.485193925909698,0.136174463444902,0.599704780818138,32
16808,66.7704339672022,20.0535607806008,0.461266047153249,0.199930414091796,0.357999082351899,0.77865569789769,31
4789,148.461854667943,0.300922876088849,0.0114654827299292,0.937637544702739,0.0126499214139654,0.0886622765807578,14
15196,76.1438882717819,2.4430972963963,0.0167329907917556,0.391118373023346,0.0706648600104389,0.0951198966502523,45
7739,131.255145651616,71.9281040034987,0.109746957243493,0.883848496479914,0.748028142165894,0.232595532805078,24
14476,90.7090165682217,127.032003720148,0.107945336054842,0.592767094261944,0.901551883211355,0.229611647930254,24
16466,68.1655826557748,20.996597834267,0.0463804209316461,0.232677636202425,0.369542575236747,0.134537485763657,35
1256,82.0362074155305,2.72427081083122,0.123702438845924,0.590316658606753,0.0771867932460494,0.255991924689561,26
16396,68.1613124267484,113.559889101584,0.560917914236942,0.232587792910635,0.87642168634138,0.868443720348649,16
7343,59.3057744836621,27.1345470049357,0.708827345145659,0.0821228809654713,0.438754691380706,0.946661029352216,24
16285,67.4775746748839,122.233963312791,0.175171074382638,0.218059157021344,0.893263771012437,0.345275754676149,22
19244,93.3099722294115,13.2606775226744,0.149704418536054,0.59358942671679,0.26614755531092,0.300661889222299,37
19408,87.1256044723375,202.977746843405,0.564736921448327,0.522825189866126,0.972212904578871,0.871224005014905,19
7076,130.312955143426,52.5410542733209,0.345817639481707,0.883568278048187,0.646061183666449,0.630645310980342,33
7600,91.330267594668,45.0329468370901,0.0046970103111876,0.642794315004721,0.595371785304972,0.0806277943396033,27
1322,94.8092139170399,55.8285445606335,0.331748585983176,0.726534354733303,0.6660565866592,0.609519408135836,35
1534,97.958840233228,8.79234397498611,0.402657849095521,0.749813683796674,0.195291401897111,0.709391580775311,22
17002,103.689648995232,1.41205736568542,0.0026808188932867,0.701653369236737,0.0451934767945028,0.0782932769472176,14
9440,68.3012675235378,38.0325659878218,0.262582510468371,0.28509850660339,0.540873343718814,0.497792741769572,23
4189,121.759283822882,14.9149148384299,0.395518167457129,0.869725823868066,0.290067111749074,0.700110326372212,19
