Sim_RF,Sim_RD,Sim_NTR,U_RF,U_RD,U_NTR,Weights
110.560867126831,15.0321793164218,0.25680739910273,0.803354335948825,0.291721400419358,0.487977264480488,23
69.2861997134396,19.2558191997044,0.160296354180083,0.375127669190988,0.348024876381043,0.319145989547198,30
79.7155930624562,48.2681405742586,0.313633008441434,0.552593390690163,0.618120125408417,0.581448766256609,20
108.803720127409,133.9884242699,0.543521896096973,0.79315751302056,0.912417294247567,0.855191338676121,45
62.8578203591494,6.34186399535472,0.0219429867349588,0.223533634562045,0.151549363089906,0.101677453018325,35
60.6411900443763,11.004600670927,0.556181754769444,0.112582012079656,0.23161873184313,0.864931775514477,17
106.744158351541,36.7900221469026,0.111012959912378,0.734861620701849,0.530371156449124,0.234697612490133,31
67.2140964692442,57.5210047336722,0.22162716901239,0.204027260886505,0.675875150983072,0.427103232919717,21
62.5954797562433,37.1799904894078,0.434411453747928,0.10283290874213,0.533695986234261,0.74846058778248,21
94.4975726701337,27.9810647529892,0.522284092416968,0.6665711523965,0.447567903273121,0.837667778662727,33
82.6620336171423,90.5883175412449,0.601628466965792,0.450729807838798,0.817316443003771,0.895792818058265,27
109.071214424844,159.743719350912,0.158416172813932,0.756718452787027,0.943071809952193,0.315855932533397,17
120.375374160668,5.94596451616238,0.121981481830609,0.79581201612018,0.144066851287253,0.253081428255438,33
68.795208220741,42.7049508527217,0.0360914800378847,0.212902915896848,0.578085399930053,0.120297937635807,27
65.1439603168064,5.25442605277102,0.238117675362803,0.29212618782185,0.130671377878083,0.455839343427044,32
110.998430140896,52.8197766261457,0.479774804660042,0.828701897524297,0.647805406482908,0.797949588240312,35
59.9618295441392,0.566011642057071,0.0337097786681104,0.0170585340820253,0.0213135674432339,0.117083322560233,58
60.5223107235981,9.55220391523183,0.124026756080493,0.127599072176963,0.208072709125121,0.25654115295391,32
85.3320456566777,9.0848441641005,0.478503394501071,0.518226738553494,0.200251226898584,0.796663579597734,29
65.8073171562802,106.190191951464,0.478394885383103,0.133126203902066,0.859979808379159,0.796553556890025,20
78.9804546929825,82.9721647739287,0.180709371135186,0.542012589517981,0.791803927806447,0.355036951367469,15
87.3387628296473,33.6253588238107,0.0552770837287572,0.574877467239276,0.50237739558868,0.147288134531658,28
172.935150845327,13.7935945680889,0.473116854306778,0.96117257187143,0.273975002969407,0.791150993301538,21
106.715064242328,37.4385417333375,0.290840987918449,0.811078247614205,0.535885791083421,0.544858580556342,28
107.719738191991,93.432815317546,-0.0091745174419658,0.792681598104537,0.825993476548254,0.0651333172660314,16
75.1405624748934,10.0202358350762,-0.0258731208442942,0.472795162349939,0.215782676266767,0.0483323621800176,31
94.8779811160296,106.382829289192,0.330285249706438,0.712183867348358,0.860436995565172,0.60728744938279,23
72.7876037922427,31.0122586508415,0.361571009902555,0.267058299388736,0.477824189142966,0.653558148638373,31
111.720357430699,83.910103402241,0.244356813644063,0.841662776889279,0.795136163957318,0.466625788816948,29
72.8247022755305,127.366513503532,0.325259589443172,0.379762251395732,0.902104594046491,0.599573682870866,25
78.6744592275161,2.15610211645952,0.213787029073911,0.468755605863407,0.0638429369894346,0.413350399207851,42
89.0484935147729,23.3250950825218,0.205925117905621,0.607838071882725,0.396958250296617,0.399518257175666,29
66.5588100444873,128.77831141814,0.279565530333757,0.149694024818018,0.904402619809691,0.526284871977027,21
86.9032668980861,21.226512679438,0.514447864020367,0.525169812841341,0.372317363196927,0.830818181220963,27
103.999793489522,52.000083419129,0.766991386589291,0.646531912032515,0.6426492013418,0.964137802610861,26
65.7069418379644,44.139652038264,0.116383090436272,0.136052898596972,0.588832441264043,0.24366099682924,33
62.3307151223603,2.54709608669894,0.401386893374748,0.150461771292612,0.0730947940257199,0.707752607126385,26
61.8917124019073,14.1644530754901,0.237932086008855,0.038673859089613,0.279352880928501,0.455517688853215,31
