Original_Row,Cluster_ID,Year,Time,U_RF,U_RD,U_NTR,C12,C13,C23,C123,ReturnPeriod_Trivariate,ReturnPeriod_Bivariate,Density,t,mu_sim,sigma_sim,Sim_NTR,Sim_RF,Sim_RD,Weight,Probability,Source
10262,0,1979,103,0.354093781052585,0.901542734006227,0.997494853567332,0.352876122216086,0.353670583295197,0.900419320855826,0.339,13.4819423199573,96.0638474784269,0.353670583295197,25.9767282683094,0.406382881911394,0.0980018709821147,1.27031230416859,24.4767427193895,87.4603458477247,1,3.649635036496351e-05,NTR
14034,1,1992,141,0.53886124831683,0.542528137604966,0.448332773987204,0.402587351388411,0.287783163800991,0.297717666956936,0.255,0.983448453186494,0.665360029321034,0.287783163800991,38.9760438056126,0.411160595370368,0.101449399380959,0.473741567868876,38.600899281095,20.3087858288666,48,0.0017518248175182481,NTR
5913,2,1968,60,0.81300914405637,0.766512108844627,0.937416629865766,0.699563665023695,0.782135054001701,0.735592610345012,0.669,6.37888403556743,6.30730182136465,0.782135054001701,14.9760438056126,0.402339736865446,0.0950843964440866,0.715726493056877,73.1259183327844,43.6699777635234,15,0.0005474452554744526,NTR
6015,3,1968,61,0.939299142727565,0.978961467629255,0.941149584716186,0.936060882989432,0.900065263795622,0.928995425955309,0.888,11.2921763488004,10.1954797938079,0.900065263795622,14.9760438056126,0.402339736865446,0.0950843964440866,0.723950665747239,113.56370640113,218.547584928566,5,0.0001824817518248175,NTR
17311,4,1999,174,0.948141139494814,0.861982109203195,0.341320898151025,0.845179487960062,0.332902289524473,0.30894307730509,0.323,15.8973565672502,4.60402486980912,0.332902289524473,45.9767282683094,0.413733597332162,0.103306040096175,0.45798047210995,119.103216574634,68.2425713329836,13,0.00047445255474452553,NTR
3692,5,1962,37,0.935354463620853,0.99675919993317,0.974171632435173,0.935315860688604,0.919638248117421,0.972673798027421,0.93,,19.7781835939291,0.919638248117421,8.97741273100616,0.400135025368266,0.093493508760458,0.830687418343046,111.34195706716,511.701490476515,2,7.299270072992701e-05,NTR
3445,6,1962,35,0.0206236487376171,0.102509191701652,0.303960856283084,0.0103730071698368,0.010047453606849,0.0477651530519857,0.008,0.315909893328195,0.291773611414774,0.010047453606849,8.97741273100616,0.400135025368266,0.093493508760458,0.43477043120964,2.53378120248346,3.72768426076739,126,0.004598540145985402,NTR
25485,7,2020,255,0.304710888342847,0.27952224443589,0.803462599636987,0.16013850604202,0.267772948941274,0.242929293785934,0.175,1.84936862320352,1.25313706446866,0.267772948941274,66.9760438056126,0.421451596959443,0.108875236140644,0.617333968895035,21.1851956487974,8.6583132042528,43,0.0015693430656934307,NTR
118,8,1953,2,0.998279097686699,0.999427301302743,0.998831811361015,0.998188537859611,0.997318274528417,0.9984257446509,0.996,143.436350266336,964.480680787847,0.997318274528417,-0.0219028062970568,0.396827454993445,0.0911068141844255,1.35094931020294,235.608760845028,983.673953433665,1,3.649635036496351e-05,NTR
917,9,1955,10,0.712015498527219,0.973781574109347,0.678451562998816,0.711561324679815,0.520438996638344,0.668144689999599,0.527,22.4810650022577,1.53879373902666,0.520438996638344,1.97672826830938,0.397562023406472,0.0916368680452419,0.509054594011527,56.9809842070075,194.804009076824,6,0.00021897810218978101,NTR
2039,10,1958,21,0.992870982247248,0.908411041582808,0.985085355117917,0.906253462738434,0.979981298574303,0.899732832219074,0.893,30.3020451016419,98.7673240837571,0.979981298574303,4.97741273100616,0.398664882284112,0.0924326749376458,0.906244222035453,187.552461281933,91.9571712233812,3,0.00010948905109489051,NTR
16196,11,1996,162,0.808646750919602,0.617648575041363,0.465149439172819,0.569411236891838,0.414866512315566,0.354136836295418,0.355,2.17462640676559,1.41773263751138,0.414866512315566,42.9760438056126,0.412630738454522,0.102510233203772,0.479284266609125,72.2756450555625,25.7526741012038,25,0.0009124087591240876,NTR
16381,12,1997,164,0.796689716963772,0.910181637676481,0.334892590995878,0.781407311416331,0.295359298390821,0.322518022914419,0.27,2.28517401611298,1.22117276348446,0.295359298390821,43.9780971937029,0.412999028919135,0.102775986235359,0.455969297564596,70.0352384920453,93.1952298417596,9,0.0003284671532846715,NTR
21057,13,2008,211,0.204234983947225,0.115779628698411,0.573043094016612,0.0581014863558875,0.13598697417178,0.0802610786222615,0.047,0.598279648388865,0.55755517109913,0.13598697417178,54.9760438056126,0.417041167706983,0.105692734672208,0.511817010547567,14.8092611472833,4.06907068964399,70,0.0025547445255474453,NTR
7156,14,1972,72,0.991148259300179,0.883220254170002,0.583823606139049,0.880616193487139,0.58230158720907,0.55124483319347,0.544,16.7077478435175,27.2861653252504,0.58230158720907,18.9760438056126,0.4038098799496,0.0961452302668987,0.492755765579506,180.178740149511,77.3906618428004,11,0.0004014598540145985,NTR
9940,15,1978,100,0.93227951700748,0.800236873457051,0.916045057354495,0.780127323181713,0.863496078289347,0.752169154374686,0.729,10.9702602665112,13.1826087220769,0.863496078289347,24.9774127310062,0.40601559770488,0.0977368440517065,0.688624475323475,109.699703184775,50.3301133100592,6,0.00021897810218978101,NTR
