time,acc_24hr,Storm_Surge_predicted_RF,discharge_m3s,event_id,event_time,Lag_NTR_minus_RF_hr,Lag_RD_minus_RF_hr
1952-11-29 23:00:00,12.7,-0.033080556,0.622970625,0,1952-12-09 23:00:00,15.0,-119.0
1952-11-30 00:00:00,12.34210938,-0.050123611,3.82277429,0,1952-12-09 23:00:00,15.0,-119.0
1952-11-30 01:00:00,12.15826898,-0.057165278,3.82277429,0,1952-12-09 23:00:00,15.0,-119.0
1952-11-30 02:00:00,11.73880738,-0.051208333,3.82277429,0,1952-12-09 23:00:00,15.0,-119.0
1952-11-30 03:00:00,11.42927044,-0.05725,3.82277429,0,1952-12-09 23:00:00,15.0,-119.0
1952-11-30 04:00:00,11.07907004,-0.069291667,3.82277429,0,1952-12-09 23:00:00,15.0,-119.0
1952-11-30 05:00:00,10.79100518,-0.086248611,3.82277429,0,1952-12-09 23:00:00,15.0,-119.0
1952-11-30 06:00:00,10.65578605,-0.055206944,3.82277429,0,1952-12-09 23:00:00,15.0,-119.0
1952-11-30 07:00:00,9.900066228,-0.046122222,3.82277429,0,1952-12-09 23:00:00,15.0,-119.0
1952-11-30 08:00:00,9.491223355,-0.033994444,3.82277429,0,1952-12-09 23:00:00,15.0,-119.0
1952-11-30 09:00:00,9.050866624,-0.053866667,3.82277429,0,1952-12-09 23:00:00,15.0,-119.0
1952-11-30 10:00:00,8.156607585,-0.078697222,3.82277429,0,1952-12-09 23:00:00,15.0,-119.0
1952-11-30 11:00:00,7.507985063,-0.054486111,3.82277429,0,1952-12-09 23:00:00,15.0,-119.0
1952-11-30 12:00:00,6.393042769,-0.071275,3.82277429,0,1952-12-09 23:00:00,15.0,-119.0
1952-11-30 13:00:00,5.167342727,-0.072020833,3.82277429,0,1952-12-09 23:00:00,15.0,-119.0
1952-11-30 14:00:00,4.924238801,-0.090725,3.82277429,0,1952-12-09 23:00:00,15.0,-119.0
1952-11-30 15:00:00,4.642800585,-0.099429167,3.82277429,0,1952-12-09 23:00:00,15.0,-119.0
1952-11-30 16:00:00,4.358146026,-0.093176389,3.82277429,0,1952-12-09 23:00:00,15.0,-119.0
1952-11-30 17:00:00,4.156731985,-0.064880556,3.82277429,0,1952-12-09 23:00:00,15.0,-119.0
1952-11-30 18:00:00,3.363615601,-0.074584722,3.82277429,0,1952-12-09 23:00:00,15.0,-119.0
1952-11-30 19:00:00,2.469402177,-0.091330556,3.82277429,0,1952-12-09 23:00:00,15.0,-119.0
1952-11-30 20:00:00,2.086332314,-0.085076389,3.82277429,0,1952-12-09 23:00:00,15.0,-119.0
1952-11-30 21:00:00,1.741456523,-0.082863889,3.82277429,0,1952-12-09 23:00:00,15.0,-119.0
1952-11-30 22:00:00,0.97610157,-0.083694444,3.82277429,0,1952-12-09 23:00:00,15.0,-119.0
1952-11-30 23:00:00,0.8,-0.085525,3.82277429,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-01 00:00:00,0.728944127,-0.083397222,2.067129801,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-01 01:00:00,0.683329434,-0.0713125,2.067129801,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-01 02:00:00,0.631564491,-0.076269444,2.067129801,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-01 03:00:00,0.612967837,-0.064227778,2.067129801,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-01 04:00:00,0.564677803,-0.063143056,2.067129801,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-01 05:00:00,0.521071428,-0.0681,2.067129801,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-01 06:00:00,0.498521497,-0.047058333,2.067129801,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-01 07:00:00,0.439369447,-0.012016667,2.067129801,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-01 08:00:00,0.411168774,-0.029975,2.067129801,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-01 09:00:00,0.371106194,-0.015933333,2.067129801,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-01 10:00:00,0.337050048,-0.035848611,2.067129801,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-01 11:00:00,0.274489528,-0.031763889,2.067129801,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-01 12:00:00,0.236647841,-0.037636111,2.067129801,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-01 13:00:00,0.204684779,-0.022425,2.067129801,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-01 14:00:00,0.191303347,-0.022213889,2.067129801,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-01 15:00:00,0.179255913,-0.041002778,2.067129801,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-01 16:00:00,0.139829591,-0.020791667,2.067129801,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-01 17:00:00,0.125501589,-0.0145375,2.067129801,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-01 18:00:00,0.081655444,-0.019284722,2.067129801,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-01 19:00:00,0.076326486,-0.031030556,2.067129801,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-01 20:00:00,0.069921513,-0.021733333,2.067129801,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-01 21:00:00,0.058691114,-0.019479167,2.067129801,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-01 22:00:00,0.044343117,-0.022225,2.067129801,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-01 23:00:00,0.0,-0.027013889,2.067129801,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-02 00:00:00,0.092595216,-0.002802778,1.812278182,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-02 01:00:00,0.219727989,-0.000633333,1.812278182,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-02 02:00:00,0.340977832,-0.015463889,1.812278182,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-02 03:00:00,0.391834005,0.0136625,1.812278182,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-02 04:00:00,0.710083947,0.059790278,1.812278182,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-02 05:00:00,0.973123751,0.065875,1.812278182,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-02 06:00:00,1.031315565,0.096875,1.812278182,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-02 07:00:00,1.331940723,0.089875,1.812278182,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-02 08:00:00,1.466034004,0.126875,1.812278182,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-02 09:00:00,1.736760465,0.138875,1.812278182,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-02 10:00:00,2.510727065,0.150875,1.812278182,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-02 11:00:00,2.795089801,0.158875,1.812278182,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-02 12:00:00,3.313387248,0.130916667,1.812278182,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-02 13:00:00,4.368171013,0.124958333,1.812278182,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-02 14:00:00,5.352842177,0.140043056,1.812278182,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-02 15:00:00,5.679254524,0.141127778,1.812278182,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-02 16:00:00,6.105228537,0.121254167,1.812278182,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-02 17:00:00,6.341847324,0.110380556,1.812278182,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-02 18:00:00,6.548768162,0.11455,1.812278182,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-02 19:00:00,6.904733309,0.108719444,1.812278182,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-02 20:00:00,7.278269447,0.094847222,1.812278182,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-02 21:00:00,7.668765906,0.102016667,1.812278182,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-02 22:00:00,7.960388771,0.101144444,1.812278182,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-02 23:00:00,8.4,0.096229167,1.812278182,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-03 00:00:00,8.339693875,0.089313889,1.953862415,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-03 01:00:00,8.222131262,0.085355556,1.953862415,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-03 02:00:00,8.110425339,0.090397222,1.953862415,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-03 03:00:00,8.07777847,0.078438889,1.953862415,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-03 04:00:00,7.767379286,0.110438889,1.953862415,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-03 05:00:00,7.515018781,0.098395833,1.953862415,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-03 06:00:00,7.46468533,0.108311111,1.953862415,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-03 07:00:00,7.173967441,0.114226389,1.953862415,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-03 08:00:00,7.05232443,0.139098611,1.953862415,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-03 09:00:00,6.802947871,0.144970833,1.953862415,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-03 10:00:00,6.035131659,0.153886111,1.953862415,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-03 11:00:00,5.770068189,0.132758333,1.953862415,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-03 12:00:00,5.267636779,0.138630556,1.953862415,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-03 13:00:00,4.2266703,0.138545833,1.953862415,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-03 14:00:00,3.249946206,0.131461111,1.953862415,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-03 15:00:00,2.941619511,0.115461111,1.953862415,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-03 16:00:00,2.522395372,0.083461111,1.953862415,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-03 17:00:00,2.298217979,0.090502778,1.953862415,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-03 18:00:00,2.097693164,0.0765875,1.953862415,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-03 19:00:00,1.743861869,0.048756944,1.953862415,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-03 20:00:00,1.372692666,0.041969444,1.953862415,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-03 21:00:00,0.983801932,0.056180556,1.953862415,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-03 22:00:00,0.712280259,0.06135,1.953862415,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-03 23:00:00,0.3,0.029604167,1.953862415,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-04 00:00:00,0.590038342,0.024858333,4.332477529,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-04 01:00:00,0.692605701,0.0511125,4.332477529,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-04 02:00:00,0.925696693,0.052366667,4.332477529,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-04 03:00:00,1.001336315,0.032577778,4.332477529,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-04 04:00:00,1.301079907,0.055788889,4.332477529,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-04 05:00:00,1.395292544,0.062001389,4.332477529,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-04 06:00:00,1.539874605,0.085170833,4.332477529,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-04 07:00:00,1.732263966,0.100340278,4.332477529,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-04 08:00:00,2.067398573,0.109551389,4.332477529,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-04 09:00:00,2.366113857,0.136763889,4.332477529,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-04 10:00:00,2.565089203,0.141976389,4.332477529,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-04 11:00:00,3.048502301,0.178188889,4.332477529,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-04 12:00:00,3.245461186,0.184401389,4.332477529,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-04 13:00:00,3.434200922,0.187570833,4.332477529,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-04 14:00:00,3.863805894,0.184740278,4.332477529,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-04 15:00:00,4.089547675,0.205952778,4.332477529,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-04 16:00:00,4.495342084,0.214165278,4.332477529,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-04 17:00:00,4.665394243,0.236376389,4.332477529,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-04 18:00:00,5.103368868,0.237630556,4.332477529,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-04 19:00:00,5.170310173,0.219884722,4.332477529,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-04 20:00:00,5.52119624,0.221054167,4.332477529,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-04 21:00:00,5.765002821,0.212265278,4.332477529,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-04 22:00:00,5.891271735,0.224476389,4.332477529,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-04 23:00:00,6.4,0.198688889,4.332477529,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-05 00:00:00,6.077672567,0.197943056,11.15683756,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-05 01:00:00,5.965535049,0.198155556,11.15683756,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-05 02:00:00,5.722900136,0.201325,11.15683756,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-05 03:00:00,5.629051209,0.1775375,11.15683756,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-05 04:00:00,5.32145686,0.194706944,11.15683756,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-05 05:00:00,5.216564924,0.194834722,11.15683756,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-05 06:00:00,5.0641245,0.175919444,11.15683756,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-05 07:00:00,4.86182787,0.145004167,11.15683756,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-05 08:00:00,4.514242993,0.136961111,11.15683756,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-05 09:00:00,4.194177807,0.149919444,11.15683756,0,1952-12-09 23:00:00,15.0,-119.0
