Sim_NTR,Sim_RF,Sim_RD,RP
-0.116590906223737,285.85127090238814,39.2386860977064,100
-0.005243311997712796,282.96817141023837,144.496012269044,100
0.04424482238568221,280.0815789200942,84.2385985363665,100
0.08378006378641306,277.19483037918945,196.473318076044,100
0.11831237436490545,274.30801720237724,92.5493437878789,100
0.14982653512621583,271.421169392874,88.0808568801123,100
0.17934009957166977,268.5343003833751,132.296406475661,100
0.20732907369373474,265.6474161714746,7.59330392720821,100
0.23422714858262134,262.76052158151293,171.374874233685,100
0.2602089890233308,259.87361859159364,63.4988264023918,100
0.28540536420756785,256.98670863865414,129.727656078524,100
0.3099439362927653,254.09979301749948,98.3642162578394,100
0.33385518544541504,251.21287213073367,77.8634307072144,100
0.3572092094504726,248.3259466823886,88.0808568801123,100
0.37999924200879925,245.43901672574032,80.5283380898333,100
0.4022491211235962,242.55208255633875,82.8404102896729,100
0.42401836690795436,239.66514472061635,187.32451262447,100
0.44526860510310967,236.7782030175128,257.809408582754,100
0.4660536582950587,233.89125792861012,87.5059796600319,100
0.4863503883073698,231.00430936562037,215.266163248811,100
0.5061534564132807,228.11735737435296,151.431505421905,100
0.5254732954252594,225.2304021077509,190.312424468068,100
0.5442766263876295,222.34344342977488,41.5822213522615,100
0.562575698064115,219.45648151312375,221.351290444048,100
0.5803891091343785,216.5695165591816,131.133133341798,100
0.5977072785181651,213.6825485906895,9.48239821266021,100
0.6145588193741509,210.79557786172413,9.48239821266021,100
0.6309164378907252,207.90860429049576,39.3377719256161,100
0.6468317106940067,205.02162824721654,121.93174931435,100
0.6622742104175393,202.13464963663301,194.802938148321,100
0.6772068394459304,199.2476683448799,296.644927469893,100
0.6916085871833002,196.36068435638657,91.9571712233812,100
0.7053758504166712,193.47369727406416,42.1689570363906,100
0.7184620817122861,190.58670702654766,235.664796341767,100
0.7307673261652881,187.69971334533307,157.010564262406,100
0.7421487936190769,184.812715879789,144.333146626956,100
0.7525482787431343,181.92571470912267,199.884468988456,100
0.7618442244236898,179.038709776587,151.899305946781,100
0.7700838223122237,176.15170164116077,151.899305946781,100
0.7772103556793596,173.26469054025333,46.8733996795879,100
0.7832991848151442,170.37767706570824,254.740801343007,100
0.7884447812738051,167.4906617531599,267.844404500628,100
0.792719273020139,164.60364501425792,254.018326921925,100
0.7962412244112489,161.71662725379284,162.054977555399,100
0.7991182133166649,158.82960878041192,345.577948320206,100
0.801463223064363,155.94258982116762,308.094212705286,100
0.8034073862181024,153.0555705636871,117.724728827336,100
0.804958631785398,150.16855106674745,51.1827308321896,100
0.8062739016393305,147.2815314520033,117.724728827336,100
0.8074273506924357,144.39451176768912,136.982324512952,100
0.808486436037039,141.5074920469999,263.486631719479,100
0.8094538335581515,138.62047229412232,120.289686038829,100
0.8104308195753843,135.7334525444448,161.212747556418,100
0.8114637640115817,132.84643281433978,174.88138738256,100
0.8125951367609108,129.95941312123716,258.850489055138,100
0.8138682506829964,127.07239348736123,21.761634278332,100
0.8152396460971159,124.18537389834508,176.03386124251,100
0.8167963665842504,121.2983544037687,15.6042077870722,100
0.8185828227852469,118.4113350426038,82.9904728232244,100
0.8205763574351982,115.52431581628174,350.424840046668,100
0.8227961321715738,112.63729675620233,80.0103575592198,100
0.8253277609839978,109.75027795295036,120.290694775809,100
0.8280640020757961,106.86325933676217,151.929277965299,100
0.8311650121685767,103.9762410890988,147.010303139683,100
0.8345068334893551,101.08922311117828,52.6185469815261,100
0.8382161862630085,98.20220558045351,152.494255097272,100
0.8422768186449822,95.31518852435549,152.494255097272,100
0.8466505483693291,92.4281719274406,42.1269584499253,100
0.8513867338411237,89.5411559010553,154.299803541329,100
0.8564998665735761,86.65414051583764,93.840162125526,100
0.8620238920182012,83.7671258880553,71.501738859808,100
0.8679346144797164,80.8801120268881,115.329292968608,100
0.8742778193680594,77.99309908401409,93.840162125526,100
0.8810370875472037,75.1060870872197,48.8346833679918,100
0.8881929218358675,72.21907604511088,101.891165457602,100
0.8958303573336304,69.33206623638614,113.505511915825,100
0.9039077581232369,66.44505762620072,41.3396922153211,100
0.9124118213089165,63.55805024129331,12.9448970335661,100
0.9213889590937553,60.67104428823422,37.3239738492294,100
0.9308042014832558,57.78403973201538,56.2994607108716,100
0.9406524963203707,54.89703662020774,37.3239738492294,100
0.9509056962342785,52.010034915311124,37.3239738492294,100
0.9615837038226269,49.12303474863278,333.123808958713,100
0.9726373218782005,46.23603599747486,16.9414476374944,100
0.9839823447275601,43.349038374772825,16.9414476374944,100
0.9956387029529639,40.462041992161126,333.123808958713,100
1.0074507117691835,37.57504624171352,16.9414476374944,100
1.0194203545077485,34.688051140334785,255.903837914337,100
1.0313615021598748,31.801055921040312,255.903837914337,100
1.0432247959438816,28.914060381123623,20.9935717939393,100
1.0548007574052136,26.0270636766477,20.9935717939393,100
1.0660188040451968,23.140065560958536,68.7395140299652,100
1.0764262012411814,20.25306442061515,87.4603458477247,100
1.0859375840597598,17.36606019272588,26.9185741816917,100
1.0946124823218482,14.479053328401179,7.72492316972607,100
1.1020718669775311,11.592043076044911,47.6211475644781,100
1.108194832652313,8.70502969074566,2.86054432832241,100
1.1128022960529371,5.818013492294542,7.72492316972607,100
1.1157757938618915,2.930995160940892,26.9185741816917,100
1.117135475106697,0.0439755985138683,48.8346833679918,100
