"Year","Time","U_NTR","U_RF","U_RD","C12","C13","C23","C123","ReturnPeriod_Trivariate","ReturnPeriod_Bivariate","Density","t","mu_sim","sigma_sim","Sim_RD","Sim_NTR","Sim_RF"
1952,1,0.542618556339144,0.380931879950605,0.113703411305323,0.245673804500544,0.0737524499806482,0.0747961471775261,0.06,0.673471979653227,0.620880133940241,0.245673804500544,-0.928131416837782,35.8201605673801,38.7276961924165,40.4940012599067,0.299252949533323,48.0648934400394
1952,1,0.715575444852288,0.874082691455603,0.623379441676661,0.654562252995682,0.477627601745174,0.579214285525164,0.448,3.9708884414689,3.08146863722162,0.654562252995682,-0.928131416837782,35.8201605673801,38.7276961924165,73.5904780700077,0.40806232811078,119.778351759449
1952,1,0.477026306771843,0.0916791738417468,0.0094957563560456,0.0574833726509237,0.00585153812837315,0.00223035832239257,0,0.410370866157413,0.409183809779849,0.0574833726509237,-0.928131416837782,35.8201605673801,38.7276961924165,36.1896619132568,0.263238198145777,20.4513091487867
1952,1,0.56886266858447,0.678776383281371,0.514251141343266,0.4291791536097,0.325239751440408,0.418067060008612,0.277,1.49705336651775,1.10168496149786,0.4291791536097,-0.928131416837782,35.8201605673801,38.7276961924165,63.7578013685495,0.31421142833703,80.7195451459954
1952,1,0.357269971452756,0.844215802229194,0.282733583590016,0.32511244349105,0.123014366593863,0.267340147224636,0.115,1.72046562626102,1.61777390193261,0.32511244349105,-0.928131416837782,35.8201605673801,38.7276961924165,48.6841267560875,0.200162593911097,111.309852478226
1952,1,0.298023019425099,0.501952943437569,0.837295628152788,0.183381071800786,0.265692667987451,0.462291059504346,0.147,1.57364821229394,0.521641457918811,0.183381071800786,-0.928131416837782,35.8201605673801,38.7276961924165,105.977062952851,0.169018802420267,59.8129208731139
1952,1,0.221891878200997,0.137450729783083,0.186722789658234,0.0451742040427607,0.0545633772781337,0.0526157653284577,0.02,0.341129304019857,0.291616777572446,0.0451742040427607,-0.928131416837782,35.8201605673801,38.7276961924165,43.8223779216099,0.127612412955336,25.4237269494383
1952,1,0.0242183722289569,0.121361248567002,0.302693370729685,0.00548699455716221,0.0102336861094237,0.0681655813094997,0.005,0.317151587782385,0.232583189890799,0.00548699455716221,-0.928131416837782,35.8201605673801,38.7276961924165,49.7761203395321,-0.0183874712523625,23.7459994701808
1952,1,0.527802803654997,0.644982056528244,0.218799541005865,0.383702248976634,0.135773515243556,0.18620621083351,0.122,1.0411375634602,0.948238555124122,0.383702248976634,-0.928131416837782,35.8201605673801,38.7276961924165,45.3798714545229,0.290964333029642,76.1731420003502
1952,1,0.112929920323449,0.922644652257141,0.914658166002482,0.109274349657227,0.107653404051481,0.853165957221357,0.092,7.17850035918013,2.71371241451692,0.109274349657227,-0.928131416837782,35.8201605673801,38.7276961924165,130.828418504448,0.0606557489212502,138.572895795563
1952,1,0.255514826247695,0.268885780299123,0.456091482425109,0.093306531066657,0.138891884410543,0.184891459943269,0.063,0.535335077601021,0.351551972619728,0.093306531066657,-0.928131416837782,35.8201605673801,38.7276961924165,59.3856793988258,0.146193963947665,37.8563510493931
1952,1,0.671778494796232,0.211490817463195,0.50730687007308,0.166054243630821,0.372230687399719,0.158881944842231,0.126,1.10747678121857,0.707251263460468,0.166054243630821,-0.928131416837782,35.8201605673801,38.7276961924165,63.2090902901191,0.377659956966823,32.5978205257226
1952,1,0.975104639371418,0.15898802062361,0.201248037628829,0.157664657022967,0.198902351972141,0.0635937796016883,0.072,15.6005133210191,8.48464386631966,0.157664657022967,-0.928131416837782,35.8201605673801,38.7276961924165,44.5199204100306,0.786312294750651,27.5864090369607
1952,1,0.711058554268367,0.71605124992268,0.807352340314537,0.549999695856059,0.601155197486107,0.622091461675025,0.472,2.99471983673801,1.6274731573951,0.549999695856059,-0.928131416837782,35.8201605673801,38.7276961924165,99.4642347647572,0.404799558420259,86.1922280937641
1952,1,0.318922557398665,0.496190341504196,0.311824307078496,0.193427792485756,0.121470773843752,0.22239112615472,0.091,0.626267239031508,0.528660127825967,0.193427792485756,-0.928131416837782,35.8201605673801,38.7276961924165,50.2861060271299,0.180063112068752,59.2223162790481
1952,1,0.507565175216077,0.657241877239043,0.501997472951189,0.376035076517008,0.286852547846578,0.40114200777219,0.242,1.28845136082638,0.946844060527698,0.376035076517008,-0.928131416837782,35.8201605673801,38.7276961924165,62.7947396574704,0.27979901532085,77.7824539678985
1952,1,0.0853650392522635,0.603427070249174,0.243928827345371,0.0636170551129875,0.028556496148278,0.199602337126754,0.026,0.600501506056285,0.533582415849318,0.0636170551129875,-0.928131416837782,35.8201605673801,38.7276961924165,46.6452567810958,0.040497839609631,71.0091582680148
1952,1,0.50040815319597,0.588293936489032,0.309686601860449,0.337879124012739,0.180598756186008,0.245280674515783,0.162,0.983429879351013,0.80264218787091,0.337879124012739,-0.928131416837782,35.8201605673801,38.7276961924165,50.166107333416,0.275889164975437,69.2259327701281
1952,1,0.418709090255991,0.306411133799362,0.152998958947137,0.161521614403838,0.0792201225054233,0.0850397546296771,0.055,0.509343513884615,0.458293681970837,0.161521614403838,-0.928131416837782,35.8201605673801,38.7276961924165,42.2496372882336,0.232297863793863,41.254310777568
1952,1,0.814521308349123,0.319331195304037,0.751200197031721,0.284269125963294,0.637896499567909,0.286370474131166,0.256,2.96369185652186,1.32964028129572,0.284269125963294,-0.928131416837782,35.8201605673801,38.7276961924165,89.5972673435434,0.490313482243545,42.4251963494547
1952,1,0.275002544912812,0.128827156463391,0.86483383201994,0.0510655360860049,0.251235957404495,0.12406684138643,0.05,1.85692742802815,0.309006376461948,0.0510655360860049,-0.928131416837782,35.8201605673801,38.7276961924165,113.122814534217,0.15673137912349,24.5321559320816
