"Year","Time","U_RF","U_RD","U_NTR","C12","C13","C23","C123","ReturnPeriod_Trivariate","ReturnPeriod_Bivariate","Density","t","mu_sim","sigma_sim","Sim_NTR","Sim_RF","Sim_RD"
1953,1,0.568363600739157,0.509728070351097,0.113703411305323,0.394817324704,0.0789422682466877,0.0733723453770991,0.058,0.672637770965059,0.503936682558261,0.0789422682466877,-0.0219028062970568,0.396827454993445,0.0911068141844255,0.407905549027279,41.2533232942094,18.3453991820093
1953,1,0.842763267011527,0.848680550340649,0.623379441676661,0.78071415343878,0.55468448972137,0.559115755414719,0.523,3.52788816032888,2.25882061176347,0.55468448972137,-0.0219028062970568,0.396827454993445,0.0911068141844255,0.491297363425069,79.4807613032573,63.4929242754204
1953,1,0.247495653891302,0.130236888089932,0.0094957563560456,0.0719564853224171,0.00376985112652998,0.002326516880577,0.002,0.290349695797723,0.267817051285707,0.00376985112652998,-0.0219028062970568,0.396827454993445,0.0911068141844255,0.397697221704259,17.5170860879329,4.44198926170099
1953,1,0.666852759559414,0.668038534996363,0.514251141343266,0.549667814680265,0.38096175635859,0.383418494407491,0.348,1.71078160029131,1.00071122820649,0.38096175635859,-0.0219028062970568,0.396827454993445,0.0911068141844255,0.46558946899706,51.4035567594491,30.4266435510003
1953,1,0.642757976356393,0.877748817256463,0.282733583590016,0.631416942962088,0.209457131373704,0.263849999166005,0.219,2.42472159922596,0.704310733849673,0.209457131373704,-0.0219028062970568,0.396827454993445,0.0911068141844255,0.427723532847242,48.6996212124642,74.815371580246
1953,1,0.251794409131867,0.379836732736366,0.837295628152788,0.177855375637005,0.227507899646144,0.341996981932351,0.184,2.11789277238185,1.44490022160351,0.227507899646144,-0.0219028062970568,0.396827454993445,0.0911068141844255,0.581965360931675,17.7885801048379,12.2057656918701
1953,1,0.138674153047214,0.180860431520666,0.186722789658234,0.0664135701429458,0.0376815043013443,0.0487090930321259,0.031,0.324914372380904,0.280786655760015,0.0376815043013443,-0.0219028062970568,0.396827454993445,0.0911068141844255,0.415896537344472,10.7279950290723,5.77820522336575
1953,1,0.0150260743228806,0.136300469593392,0.302693370729685,0.00930405023291564,0.00686224056175929,0.0572110424361526,0.006,0.326074151775057,0.290215614678557,0.00686224056175929,-0.0219028062970568,0.396827454993445,0.0911068141844255,0.430405482542259,2.01461252471423,4.59912434672917
1953,1,0.689171758540913,0.733237679983832,0.218799541005865,0.605436371779101,0.172457580307956,0.181475641212463,0.159,1.25659228916009,0.756182889427797,0.172457580307956,-0.0219028062970568,0.396827454993445,0.0911068141844255,0.419665307637791,54.0685102806866,38.3750189003519
1953,1,0.432928028887475,0.914484313343115,0.914658166002482,0.431523787641016,0.412123394387879,0.852747934414665,0.427,27.3052147299355,3.09898789467059,0.412123394387879,-0.0219028062970568,0.396827454993445,0.0911068141844255,0.658249367903043,30.0803366604772,96.3544286972329
1953,1,0.185919237757724,0.254668260578491,0.456091482425109,0.106273939765926,0.106405567699642,0.144549917537721,0.083,0.529730538131281,0.43066799959007,0.106405567699642,-0.0219028062970568,0.396827454993445,0.0911068141844255,0.454416917756167,13.6709633844486,7.88722160125219
1953,1,0.405127379561655,0.183141765689506,0.50730687007308,0.127796804950323,0.241343611253808,0.115485961684978,0.103,0.699177579104259,0.608070256849758,0.241343611253808,-0.0219028062970568,0.396827454993445,0.0911068141844255,0.464178654834831,28.0465568141419,5.84008087329676
1953,1,0.893974066321133,0.205368598292466,0.201248037628829,0.197866730162165,0.190037148911781,0.0583253573751061,0.058,2.28210115345452,2.10936987985966,0.190037148911781,-0.0219028062970568,0.396827454993445,0.0911068141844255,0.41758209653314,93.736136593854,6.452690836837
1953,1,0.712788511609941,0.636436389906099,0.807352340314537,0.549040116360255,0.607815660101924,0.547999060362748,0.498,3.97791501408292,2.28115697265308,0.607815660101924,-0.0219028062970568,0.396827454993445,0.0911068141844255,0.562964545313996,57.0831591655181,27.3789681190576
1953,1,0.432720562037406,0.555789597111965,0.311824307078496,0.350495084310684,0.165184029990073,0.205931889063312,0.152,0.742730882263379,0.475466905136364,0.165184029990073,-0.0219028062970568,0.396827454993445,0.0911068141844255,0.431661240443882,30.0648964723468,21.1656190956914
1953,1,0.616617832908952,0.649656711217035,0.501997472951189,0.509816274844338,0.348320742601291,0.366191488555364,0.317,1.43826441720078,0.870680306210495,0.348320742601291,-0.0219028062970568,0.396827454993445,0.0911068141844255,0.463114948855549,45.9421046622002,28.6026967146729
1953,1,0.265612435758888,0.687790060228629,0.243928827345371,0.253074690388803,0.0859231592972653,0.192529713471396,0.084,0.799372525103613,0.346992161483553,0.0859231592972653,-0.0219028062970568,0.396827454993445,0.0911068141844255,0.422741154928162,18.6652180204729,32.5664788185986
1953,1,0.621004581363856,0.649777344630796,0.309686601860449,0.512385394076214,0.222348525873351,0.232013619635116,0.205,1.10327168099497,0.685736207370791,0.222348525873351,-0.0219028062970568,0.396827454993445,0.0911068141844255,0.431365577788035,46.3931581995831,28.6141876701198
1953,1,0.407975262801077,0.40769400744204,0.152998958947137,0.26501303157201,0.0807057378194199,0.0816293238691487,0.062,0.504184906054478,0.384814069987241,0.0807057378194199,-0.0219028062970568,0.396827454993445,0.0911068141844255,0.412109952611836,28.2517566047357,13.3465792707852
1953,1,0.559532370601041,0.220708964547383,0.751200197031721,0.177654630965941,0.45577927480217,0.186193861808434,0.181,1.86591122694396,1.37886618664435,0.45577927480217,-0.0219028062970568,0.396827454993445,0.0911068141844255,0.534927496441729,40.4438915773577,6.88695453699183
1953,1,0.132532557898373,0.0692452046034496,0.86483383201994,0.0285946960228928,0.123000450577306,0.0646921295417755,0.036,1.75939125369132,1.5919249839648,0.123000450577306,-0.0219028062970568,0.396827454993445,0.0911068141844255,0.603277005232548,10.3420441874635,2.86257247391657
1953,1,0.281979730197194,0.138477019760799,0.0137499391566962,0.0816812027015829,0.00596350322169318,0.00347255434029668,0.004,0.306320664479476,0.281597398579052,0.00596350322169318,-0.0219028062970568,0.396827454993445,0.0911068141844255,0.398089923637923,19.7123738056522,4.65566854294362
1953,1,0.0948454633784014,0.447914381284705,0.308094757143408,0.0831908553873058,0.0407039178221203,0.16988297363778,0.041,0.497607571168243,0.313595773554705,0.0407039178221203,-0.0219028062970568,0.396827454993445,0.0911068141844255,0.431146078584259,7.93194811742955,15.1464923442151
1953,1,0.520018386538713,0.131195127318989,0.564569839974865,0.103403793430585,0.33303116249812,0.0910474547855479,0.089,0.898072954598349,0.805013832280765,0.33303116249812,-0.0219028062970568,0.396827454993445,0.0911068141844255,0.476540554280051,36.9792399156308,4.46678636106236
1953,1,0.238378567854233,0.643863475106901,0.0146272557321936,0.223785068893516,0.00555405621997917,0.0115775495238569,0.006,0.591633049780328,0.265763696368135,0.00555405621997917,-0.0219028062970568,0.396827454993445,0.0911068141844255,0.398171144708789,16.9430047169942,28.0578907851577
1953,1,0.0887564867411208,0.37940703124849,0.519189980812371,0.0732766890097035,0.0579540271381171,0.233551647748146,0.052,0.614573633295372,0.444436978313448,0.0579540271381171,-0.0219028062970568,0.396827454993445,0.0911068141844255,0.466606692741823,7.53255758625006,12.1887790653706
