time,WL_trend_30d_filled
2020-12-01 00:00:00,0.1187
2020-12-01 01:00:00,0.118384722
2020-12-01 02:00:00,0.118108333
2020-12-01 03:00:00,0.117877778
2020-12-01 04:00:00,0.117684722
2020-12-01 05:00:00,0.117575
2020-12-01 06:00:00,0.117522222
2020-12-01 07:00:00,0.117540278
2020-12-01 08:00:00,0.117629167
2020-12-01 09:00:00,0.117756944
2020-12-01 10:00:00,0.117877778
2020-12-01 11:00:00,0.118026389
2020-12-01 12:00:00,0.118170833
2020-12-01 13:00:00,0.118313889
2020-12-01 14:00:00,0.118434722
2020-12-01 15:00:00,0.118551389
2020-12-01 16:00:00,0.118625
2020-12-01 17:00:00,0.118652778
2020-12-01 18:00:00,0.118643056
2020-12-01 19:00:00,0.118576389
2020-12-01 20:00:00,0.118418056
2020-12-01 21:00:00,0.118273611
2020-12-01 22:00:00,0.1181
2020-12-01 23:00:00,0.117884722
2020-12-02 00:00:00,0.117661111
2020-12-02 01:00:00,0.117463889
2020-12-02 02:00:00,0.117258333
2020-12-02 03:00:00,0.117052778
2020-12-02 04:00:00,0.1168875
2020-12-02 05:00:00,0.116734722
2020-12-02 06:00:00,0.116622222
2020-12-02 07:00:00,0.116561111
2020-12-02 08:00:00,0.116544444
2020-12-02 09:00:00,0.116545833
2020-12-02 10:00:00,0.1165625
2020-12-02 11:00:00,0.116598611
2020-12-02 12:00:00,0.116652778
2020-12-02 13:00:00,0.116722222
2020-12-02 14:00:00,0.116791667
2020-12-02 15:00:00,0.116859722
2020-12-02 16:00:00,0.116930556
2020-12-02 17:00:00,0.116994444
2020-12-02 18:00:00,0.117033333
2020-12-02 19:00:00,0.117036111
2020-12-02 20:00:00,0.117022222
2020-12-02 21:00:00,0.116983333
2020-12-02 22:00:00,0.116922222
2020-12-02 23:00:00,0.1168125
2020-12-03 00:00:00,0.116711111
2020-12-03 01:00:00,0.116594444
2020-12-03 02:00:00,0.116440278
2020-12-03 03:00:00,0.116291667
2020-12-03 04:00:00,0.116151389
2020-12-03 05:00:00,0.115986111
2020-12-03 06:00:00,0.115804167
2020-12-03 07:00:00,0.115616667
2020-12-03 08:00:00,0.115420833
2020-12-03 09:00:00,0.115251389
2020-12-03 10:00:00,0.115093056
2020-12-03 11:00:00,0.114938889
2020-12-03 12:00:00,0.114773611
2020-12-03 13:00:00,0.114616667
2020-12-03 14:00:00,0.114488889
2020-12-03 15:00:00,0.114334722
2020-12-03 16:00:00,0.114181944
2020-12-03 17:00:00,0.114040278
2020-12-03 18:00:00,0.113883333
2020-12-03 19:00:00,0.113711111
2020-12-03 20:00:00,0.113522222
2020-12-03 21:00:00,0.113333333
2020-12-03 22:00:00,0.113118056
2020-12-03 23:00:00,0.112902778
2020-12-04 00:00:00,0.1126875
2020-12-04 01:00:00,0.112455556
2020-12-04 02:00:00,0.112206944
2020-12-04 03:00:00,0.111936111
2020-12-04 04:00:00,0.111638889
2020-12-04 05:00:00,0.111334722
2020-12-04 06:00:00,0.111013889
2020-12-04 07:00:00,0.1106875
2020-12-04 08:00:00,0.110363889
2020-12-04 09:00:00,0.110052778
2020-12-04 10:00:00,0.109752778
2020-12-04 11:00:00,0.109476389
2020-12-04 12:00:00,0.109208333
2020-12-04 13:00:00,0.108916667
2020-12-04 14:00:00,0.108647222
2020-12-04 15:00:00,0.108384722
2020-12-04 16:00:00,0.108144444
2020-12-04 17:00:00,0.107938889
2020-12-04 18:00:00,0.107755556
2020-12-04 19:00:00,0.107590278
2020-12-04 20:00:00,0.107480556
2020-12-04 21:00:00,0.107359722
2020-12-04 22:00:00,0.107236111
2020-12-04 23:00:00,0.107140278
2020-12-05 00:00:00,0.107025
2020-12-05 01:00:00,0.106897222
2020-12-05 02:00:00,0.106758333
2020-12-05 03:00:00,0.106670833
2020-12-05 04:00:00,0.1065375
2020-12-05 05:00:00,0.106380556
2020-12-05 06:00:00,0.106209722
2020-12-05 07:00:00,0.106030556
2020-12-05 08:00:00,0.105830556
2020-12-05 09:00:00,0.105636111
2020-12-05 10:00:00,0.105509722
2020-12-05 11:00:00,0.105402778
2020-12-05 12:00:00,0.105240278
2020-12-05 13:00:00,0.105173611
2020-12-05 14:00:00,0.105119444
2020-12-05 15:00:00,0.105076389
2020-12-05 16:00:00,0.105098611
2020-12-05 17:00:00,0.105126389
2020-12-05 18:00:00,0.105190278
2020-12-05 19:00:00,0.1052625
2020-12-05 20:00:00,0.105369444
2020-12-05 21:00:00,0.105481944
2020-12-05 22:00:00,0.105577778
2020-12-05 23:00:00,0.105679167
2020-12-06 00:00:00,0.105777778
2020-12-06 01:00:00,0.105836111
2020-12-06 02:00:00,0.105859722
2020-12-06 03:00:00,0.105859722
2020-12-06 04:00:00,0.1058125
2020-12-06 05:00:00,0.105730556
2020-12-06 06:00:00,0.105601389
2020-12-06 07:00:00,0.105447222
2020-12-06 08:00:00,0.105251389
2020-12-06 09:00:00,0.105
2020-12-06 10:00:00,0.104748611
2020-12-06 11:00:00,0.104484722
2020-12-06 12:00:00,0.104211111
2020-12-06 13:00:00,0.103954167
2020-12-06 14:00:00,0.103715278
2020-12-06 15:00:00,0.103502778
2020-12-06 16:00:00,0.103327778
2020-12-06 17:00:00,0.103173611
2020-12-06 18:00:00,0.103041667
2020-12-06 19:00:00,0.102945833
2020-12-06 20:00:00,0.102883333
2020-12-06 21:00:00,0.102855556
2020-12-06 22:00:00,0.102827778
2020-12-06 23:00:00,0.102768056
2020-12-07 00:00:00,0.102695833
2020-12-07 01:00:00,0.102613889
2020-12-07 02:00:00,0.102501389
2020-12-07 03:00:00,0.102327778
2020-12-07 04:00:00,0.102080556
2020-12-07 05:00:00,0.101780556
2020-12-07 06:00:00,0.101415278
2020-12-07 07:00:00,0.101001389
2020-12-07 08:00:00,0.100548611
2020-12-07 09:00:00,0.100048611
2020-12-07 10:00:00,0.099525
2020-12-07 11:00:00,0.098984722
2020-12-07 12:00:00,0.098419444
2020-12-07 13:00:00,0.097851389
2020-12-07 14:00:00,0.097308333
2020-12-07 15:00:00,0.096788889
2020-12-07 16:00:00,0.096279167
2020-12-07 17:00:00,0.095811111
2020-12-07 18:00:00,0.095381944
2020-12-07 19:00:00,0.094981944
2020-12-07 20:00:00,0.094630556
2020-12-07 21:00:00,0.094316667
2020-12-07 22:00:00,0.094022222
2020-12-07 23:00:00,0.093751389
2020-12-08 00:00:00,0.093493056
2020-12-08 01:00:00,0.09325
2020-12-08 02:00:00,0.092997222
2020-12-08 03:00:00,0.092726389
2020-12-08 04:00:00,0.092433333
2020-12-08 05:00:00,0.092111111
2020-12-08 06:00:00,0.091747222
2020-12-08 07:00:00,0.091358333
2020-12-08 08:00:00,0.090931944
2020-12-08 09:00:00,0.090498611
2020-12-08 10:00:00,0.090066667
2020-12-08 11:00:00,0.089629167
2020-12-08 12:00:00,0.089206944
2020-12-08 13:00:00,0.088818056
2020-12-08 14:00:00,0.088495833
2020-12-08 15:00:00,0.088206944
2020-12-08 16:00:00,0.087983333
2020-12-08 17:00:00,0.087806944
2020-12-08 18:00:00,0.087680556
2020-12-08 19:00:00,0.087609722
2020-12-08 20:00:00,0.087572222
2020-12-08 21:00:00,0.087554167
2020-12-08 22:00:00,0.087554167
2020-12-08 23:00:00,0.087576389
2020-12-09 00:00:00,0.087602778
2020-12-09 01:00:00,0.087655556
2020-12-09 02:00:00,0.087720833
2020-12-09 03:00:00,0.087780556
2020-12-09 04:00:00,0.087813889
2020-12-09 05:00:00,0.087859722
2020-12-09 06:00:00,0.087908333
2020-12-09 07:00:00,0.087938889
2020-12-09 08:00:00,0.087969444
2020-12-09 09:00:00,0.087995833
2020-12-09 10:00:00,0.088019444
2020-12-09 11:00:00,0.0880625
2020-12-09 12:00:00,0.088125
2020-12-09 13:00:00,0.088225
2020-12-09 14:00:00,0.088379167
2020-12-09 15:00:00,0.088551389
2020-12-09 16:00:00,0.088752778
2020-12-09 17:00:00,0.089041667
2020-12-09 18:00:00,0.089259722
2020-12-09 19:00:00,0.089465278
2020-12-09 20:00:00,0.089611111
2020-12-09 21:00:00,0.089665278
2020-12-09 22:00:00,0.089719444
2020-12-09 23:00:00,0.089675
2020-12-10 00:00:00,0.089651389
2020-12-10 01:00:00,0.089618056
2020-12-10 02:00:00,0.089461111
2020-12-10 03:00:00,0.089263889
2020-12-10 04:00:00,0.088970833
2020-12-10 05:00:00,0.088609722
2020-12-10 06:00:00,0.088179167
2020-12-10 07:00:00,0.087693056
2020-12-10 08:00:00,0.087152778
2020-12-10 09:00:00,0.086544444
2020-12-10 10:00:00,0.085865278
2020-12-10 11:00:00,0.085131944
2020-12-10 12:00:00,0.08435
2020-12-10 13:00:00,0.083558333
2020-12-10 14:00:00,0.082781944
2020-12-10 15:00:00,0.082004167
2020-12-10 16:00:00,0.081218056
2020-12-10 17:00:00,0.080416667
2020-12-10 18:00:00,0.079647222
2020-12-10 19:00:00,0.078919444
2020-12-10 20:00:00,0.078240278
2020-12-10 21:00:00,0.077638889
2020-12-10 22:00:00,0.0770875
2020-12-10 23:00:00,0.076555556
2020-12-11 00:00:00,0.076029167
2020-12-11 01:00:00,0.075504167
