time,WL_trend_30d_filled
2020-08-01 00:00:00,0.203573611
2020-08-01 01:00:00,0.203618056
2020-08-01 02:00:00,0.203693056
2020-08-01 03:00:00,0.203751389
2020-08-01 04:00:00,0.203808333
2020-08-01 05:00:00,0.203891667
2020-08-01 06:00:00,0.203981944
2020-08-01 07:00:00,0.204084722
2020-08-01 08:00:00,0.204194444
2020-08-01 09:00:00,0.204330556
2020-08-01 10:00:00,0.204475
2020-08-01 11:00:00,0.204602778
2020-08-01 12:00:00,0.204747222
2020-08-01 13:00:00,0.204894444
2020-08-01 14:00:00,0.205044444
2020-08-01 15:00:00,0.205225
2020-08-01 16:00:00,0.205427778
2020-08-01 17:00:00,0.205633333
2020-08-01 18:00:00,0.205848611
2020-08-01 19:00:00,0.206051389
2020-08-01 20:00:00,0.20625
2020-08-01 21:00:00,0.206433333
2020-08-01 22:00:00,0.206593056
2020-08-01 23:00:00,0.206711111
2020-08-02 00:00:00,0.2068125
2020-08-02 01:00:00,0.206881944
2020-08-02 02:00:00,0.206918056
2020-08-02 03:00:00,0.206955556
2020-08-02 04:00:00,0.206990278
2020-08-02 05:00:00,0.207023611
2020-08-02 06:00:00,0.2070625
2020-08-02 07:00:00,0.207059722
2020-08-02 08:00:00,0.207094444
2020-08-02 09:00:00,0.207116667
2020-08-02 10:00:00,0.207148611
2020-08-02 11:00:00,0.207208333
2020-08-02 12:00:00,0.2071875
2020-08-02 13:00:00,0.207215278
2020-08-02 14:00:00,0.207251389
2020-08-02 15:00:00,0.207281944
2020-08-02 16:00:00,0.207344444
2020-08-02 17:00:00,0.207438889
2020-08-02 18:00:00,0.207523611
2020-08-02 19:00:00,0.207608333
2020-08-02 20:00:00,0.2076875
2020-08-02 21:00:00,0.207775
2020-08-02 22:00:00,0.2078625
2020-08-02 23:00:00,0.207966667
2020-08-03 00:00:00,0.208040278
2020-08-03 01:00:00,0.208080556
2020-08-03 02:00:00,0.208105556
2020-08-03 03:00:00,0.208136111
2020-08-03 04:00:00,0.208147222
2020-08-03 05:00:00,0.208176389
2020-08-03 06:00:00,0.208173611
2020-08-03 07:00:00,0.208152778
2020-08-03 08:00:00,0.208147222
2020-08-03 09:00:00,0.208129167
2020-08-03 10:00:00,0.208095833
2020-08-03 11:00:00,0.208051389
2020-08-03 12:00:00,0.208013889
2020-08-03 13:00:00,0.207975
2020-08-03 14:00:00,0.207943056
2020-08-03 15:00:00,0.207909722
2020-08-03 16:00:00,0.207898611
2020-08-03 17:00:00,0.207902778
2020-08-03 18:00:00,0.207966667
2020-08-03 19:00:00,0.208034722
2020-08-03 20:00:00,0.2081125
2020-08-03 21:00:00,0.208175
2020-08-03 22:00:00,0.208270833
2020-08-03 23:00:00,0.208359722
2020-08-04 00:00:00,0.208455556
2020-08-04 01:00:00,0.20855
2020-08-04 02:00:00,0.208658333
2020-08-04 03:00:00,0.208777778
2020-08-04 04:00:00,0.208888889
2020-08-04 05:00:00,0.208983333
2020-08-04 06:00:00,0.209066667
2020-08-04 07:00:00,0.209155556
2020-08-04 08:00:00,0.209247222
2020-08-04 09:00:00,0.209301389
2020-08-04 10:00:00,0.209336111
2020-08-04 11:00:00,0.209420833
2020-08-04 12:00:00,0.2093625
2020-08-04 13:00:00,0.209345833
2020-08-04 14:00:00,0.2093625
2020-08-04 15:00:00,0.209354167
2020-08-04 16:00:00,0.209355556
2020-08-04 17:00:00,0.209386111
2020-08-04 18:00:00,0.209401389
2020-08-04 19:00:00,0.209470833
2020-08-04 20:00:00,0.209556944
2020-08-04 21:00:00,0.209634722
2020-08-04 22:00:00,0.209730556
2020-08-04 23:00:00,0.209833333
2020-08-05 00:00:00,0.209972222
2020-08-05 01:00:00,0.210101389
2020-08-05 02:00:00,0.210229167
2020-08-05 03:00:00,0.210375
2020-08-05 04:00:00,0.210541667
2020-08-05 05:00:00,0.210695833
2020-08-05 06:00:00,0.210876389
2020-08-05 07:00:00,0.211040278
2020-08-05 08:00:00,0.211211111
2020-08-05 09:00:00,0.211330556
2020-08-05 10:00:00,0.211430556
2020-08-05 11:00:00,0.211527778
2020-08-05 12:00:00,0.211593056
2020-08-05 13:00:00,0.211602778
2020-08-05 14:00:00,0.211597222
2020-08-05 15:00:00,0.211583333
2020-08-05 16:00:00,0.211590278
2020-08-05 17:00:00,0.2116125
2020-08-05 18:00:00,0.211638889
2020-08-05 19:00:00,0.2117125
2020-08-05 20:00:00,0.211713889
2020-08-05 21:00:00,0.211755556
2020-08-05 22:00:00,0.211823611
2020-08-05 23:00:00,0.2118875
2020-08-06 00:00:00,0.2119625
2020-08-06 01:00:00,0.212038889
2020-08-06 02:00:00,0.212158333
2020-08-06 03:00:00,0.212263889
2020-08-06 04:00:00,0.212434722
2020-08-06 05:00:00,0.2126125
2020-08-06 06:00:00,0.212726389
2020-08-06 07:00:00,0.212809722
2020-08-06 08:00:00,0.212915278
2020-08-06 09:00:00,0.212961111
2020-08-06 10:00:00,0.2129625
2020-08-06 11:00:00,0.212936111
2020-08-06 12:00:00,0.212883333
2020-08-06 13:00:00,0.212754167
2020-08-06 14:00:00,0.212605556
2020-08-06 15:00:00,0.212426389
2020-08-06 16:00:00,0.2122
2020-08-06 17:00:00,0.2119625
2020-08-06 18:00:00,0.211722222
2020-08-06 19:00:00,0.211459722
2020-08-06 20:00:00,0.211223611
2020-08-06 21:00:00,0.211030556
2020-08-06 22:00:00,0.210848611
2020-08-06 23:00:00,0.210654167
2020-08-07 00:00:00,0.210515278
2020-08-07 01:00:00,0.210429167
2020-08-07 02:00:00,0.210397222
2020-08-07 03:00:00,0.210363889
2020-08-07 04:00:00,0.210420833
2020-08-07 05:00:00,0.210473611
2020-08-07 06:00:00,0.210569444
2020-08-07 07:00:00,0.210669444
2020-08-07 08:00:00,0.210755556
2020-08-07 09:00:00,0.210836111
2020-08-07 10:00:00,0.21085
2020-08-07 11:00:00,0.210801389
2020-08-07 12:00:00,0.210694444
2020-08-07 13:00:00,0.210515278
2020-08-07 14:00:00,0.210241667
2020-08-07 15:00:00,0.209919444
2020-08-07 16:00:00,0.209483333
2020-08-07 17:00:00,0.209036111
2020-08-07 18:00:00,0.208583333
2020-08-07 19:00:00,0.208109722
2020-08-07 20:00:00,0.207665278
2020-08-07 21:00:00,0.207266667
2020-08-07 22:00:00,0.2069375
2020-08-07 23:00:00,0.206670833
2020-08-08 00:00:00,0.206411111
2020-08-08 01:00:00,0.206198611
2020-08-08 02:00:00,0.206077778
2020-08-08 03:00:00,0.206018056
2020-08-08 04:00:00,0.206047222
2020-08-08 05:00:00,0.206061111
2020-08-08 06:00:00,0.206177778
2020-08-08 07:00:00,0.206348611
2020-08-08 08:00:00,0.206508333
2020-08-08 09:00:00,0.206684722
2020-08-08 10:00:00,0.206833333
2020-08-08 11:00:00,0.206968056
2020-08-08 12:00:00,0.207015278
2020-08-08 13:00:00,0.206972222
2020-08-08 14:00:00,0.206813889
2020-08-08 15:00:00,0.206533333
2020-08-08 16:00:00,0.206170833
2020-08-08 17:00:00,0.205805556
2020-08-08 18:00:00,0.205409722
2020-08-08 19:00:00,0.205023611
2020-08-08 20:00:00,0.204588889
2020-08-08 21:00:00,0.204211111
2020-08-08 22:00:00,0.203894444
2020-08-08 23:00:00,0.203623611
2020-08-09 00:00:00,0.203475
2020-08-09 01:00:00,0.203358333
2020-08-09 02:00:00,0.203309722
2020-08-09 03:00:00,0.203347222
2020-08-09 04:00:00,0.203475
2020-08-09 05:00:00,0.203673611
2020-08-09 06:00:00,0.203925
2020-08-09 07:00:00,0.204201389
2020-08-09 08:00:00,0.204505556
2020-08-09 09:00:00,0.204823611
2020-08-09 10:00:00,0.205147222
2020-08-09 11:00:00,0.205384722
2020-08-09 12:00:00,0.205586111
2020-08-09 13:00:00,0.205684722
2020-08-09 14:00:00,0.205727778
2020-08-09 15:00:00,0.205688889
2020-08-09 16:00:00,0.205561111
2020-08-09 17:00:00,0.205401389
2020-08-09 18:00:00,0.205201389
2020-08-09 19:00:00,0.205005556
2020-08-09 20:00:00,0.204825
2020-08-09 21:00:00,0.204619444
2020-08-09 22:00:00,0.204411111
2020-08-09 23:00:00,0.204205556
2020-08-10 00:00:00,0.204155556
2020-08-10 01:00:00,0.2041
2020-08-10 02:00:00,0.204143056
2020-08-10 03:00:00,0.204277778
2020-08-10 04:00:00,0.204497222
2020-08-10 05:00:00,0.2048
2020-08-10 06:00:00,0.205170833
2020-08-10 07:00:00,0.205569444
2020-08-10 08:00:00,0.206034722
2020-08-10 09:00:00,0.206545833
2020-08-10 10:00:00,0.207044444
2020-08-10 11:00:00,0.207577778
2020-08-10 12:00:00,0.208048611
2020-08-10 13:00:00,0.208476389
2020-08-10 14:00:00,0.208880556
2020-08-10 15:00:00,0.209230556
2020-08-10 16:00:00,0.209534722
2020-08-10 17:00:00,0.209780556
2020-08-10 18:00:00,0.209979167
2020-08-10 19:00:00,0.210138889
2020-08-10 20:00:00,0.210254167
2020-08-10 21:00:00,0.2103375
2020-08-10 22:00:00,0.210391667
2020-08-10 23:00:00,0.2104125
2020-08-11 00:00:00,0.210494444
2020-08-11 01:00:00,0.210625
2020-08-11 02:00:00,0.210819444
2020-08-11 03:00:00,0.211101389
2020-08-11 04:00:00,0.211438889
2020-08-11 05:00:00,0.211806944
2020-08-11 06:00:00,0.212234722
2020-08-11 07:00:00,0.212695833
2020-08-11 08:00:00,0.213158333
2020-08-11 09:00:00,0.213651389
2020-08-11 10:00:00,0.214151389
2020-08-11 11:00:00,0.214648611
2020-08-11 12:00:00,0.2151375
2020-08-11 13:00:00,0.215619444
2020-08-11 14:00:00,0.216106944
2020-08-11 15:00:00,0.216568056
2020-08-11 16:00:00,0.217011111
2020-08-11 17:00:00,0.217422222
2020-08-11 18:00:00,0.217845833
2020-08-11 19:00:00,0.218209722
2020-08-11 20:00:00,0.218573611
2020-08-11 21:00:00,0.218870833
2020-08-11 22:00:00,0.219168056
2020-08-11 23:00:00,0.219455556
2020-08-12 00:00:00,0.219701389
2020-08-12 01:00:00,0.219956944
2020-08-12 02:00:00,0.220238889
2020-08-12 03:00:00,0.220506944
2020-08-12 04:00:00,0.220804167
2020-08-12 05:00:00,0.221141667
