time,WL_trend_30d_filled
2020-01-01 00:00:00,0.091980556
2020-01-01 01:00:00,0.092019444
2020-01-01 02:00:00,0.092001389
2020-01-01 03:00:00,0.091927778
2020-01-01 04:00:00,0.091798611
2020-01-01 05:00:00,0.0916125
2020-01-01 06:00:00,0.091380556
2020-01-01 07:00:00,0.091125
2020-01-01 08:00:00,0.0908125
2020-01-01 09:00:00,0.090491667
2020-01-01 10:00:00,0.090129167
2020-01-01 11:00:00,0.0897875
2020-01-01 12:00:00,0.089475
2020-01-01 13:00:00,0.089179167
2020-01-01 14:00:00,0.088926389
2020-01-01 15:00:00,0.088716667
2020-01-01 16:00:00,0.08855
2020-01-01 17:00:00,0.088438889
2020-01-01 18:00:00,0.088393056
2020-01-01 19:00:00,0.0884625
2020-01-01 20:00:00,0.088616667
2020-01-01 21:00:00,0.088820833
2020-01-01 22:00:00,0.089069444
2020-01-01 23:00:00,0.089343056
2020-01-02 00:00:00,0.089631944
2020-01-02 01:00:00,0.089933333
2020-01-02 02:00:00,0.090198611
2020-01-02 03:00:00,0.090411111
2020-01-02 04:00:00,0.090573611
2020-01-02 05:00:00,0.090641667
2020-01-02 06:00:00,0.090669444
2020-01-02 07:00:00,0.090670833
2020-01-02 08:00:00,0.090651389
2020-01-02 09:00:00,0.090630556
2020-01-02 10:00:00,0.090616667
2020-01-02 11:00:00,0.090658333
2020-01-02 12:00:00,0.090744444
2020-01-02 13:00:00,0.090901389
2020-01-02 14:00:00,0.091113889
2020-01-02 15:00:00,0.091381944
2020-01-02 16:00:00,0.091716667
2020-01-02 17:00:00,0.092131944
2020-01-02 18:00:00,0.092625
2020-01-02 19:00:00,0.093154167
2020-01-02 20:00:00,0.093729167
2020-01-02 21:00:00,0.094330556
2020-01-02 22:00:00,0.094944444
2020-01-02 23:00:00,0.095547222
2020-01-03 00:00:00,0.096133333
2020-01-03 01:00:00,0.096708333
2020-01-03 02:00:00,0.097247222
2020-01-03 03:00:00,0.097740278
2020-01-03 04:00:00,0.098205556
2020-01-03 05:00:00,0.098656944
2020-01-03 06:00:00,0.099072222
2020-01-03 07:00:00,0.099430556
2020-01-03 08:00:00,0.099772222
2020-01-03 09:00:00,0.100125
2020-01-03 10:00:00,0.100501389
2020-01-03 11:00:00,0.100890278
2020-01-03 12:00:00,0.1013125
2020-01-03 13:00:00,0.101763889
2020-01-03 14:00:00,0.102268056
2020-01-03 15:00:00,0.102847222
2020-01-03 16:00:00,0.103520833
2020-01-03 17:00:00,0.1042625
2020-01-03 18:00:00,0.105052778
2020-01-03 19:00:00,0.1059
2020-01-03 20:00:00,0.106745833
2020-01-03 21:00:00,0.107615278
2020-01-03 22:00:00,0.108509722
2020-01-03 23:00:00,0.109356944
2020-01-04 00:00:00,0.110193056
2020-01-04 01:00:00,0.111027778
2020-01-04 02:00:00,0.111808333
2020-01-04 03:00:00,0.112520833
2020-01-04 04:00:00,0.113166667
2020-01-04 05:00:00,0.113755556
2020-01-04 06:00:00,0.114309722
2020-01-04 07:00:00,0.114816667
2020-01-04 08:00:00,0.115258333
2020-01-04 09:00:00,0.115645833
2020-01-04 10:00:00,0.116009722
2020-01-04 11:00:00,0.116334722
2020-01-04 12:00:00,0.116627778
2020-01-04 13:00:00,0.116877778
2020-01-04 14:00:00,0.117144444
2020-01-04 15:00:00,0.117398611
2020-01-04 16:00:00,0.117654167
2020-01-04 17:00:00,0.117941667
2020-01-04 18:00:00,0.1182875
2020-01-04 19:00:00,0.118668056
2020-01-04 20:00:00,0.119090278
2020-01-04 21:00:00,0.119536111
2020-01-04 22:00:00,0.120008333
2020-01-04 23:00:00,0.120488889
2020-01-05 00:00:00,0.120927778
2020-01-05 01:00:00,0.121330556
2020-01-05 02:00:00,0.121684722
2020-01-05 03:00:00,0.121966667
2020-01-05 04:00:00,0.122186111
2020-01-05 05:00:00,0.122340278
2020-01-05 06:00:00,0.122455556
2020-01-05 07:00:00,0.122519444
2020-01-05 08:00:00,0.122508333
2020-01-05 09:00:00,0.1224
2020-01-05 10:00:00,0.122248611
2020-01-05 11:00:00,0.122025
2020-01-05 12:00:00,0.121740278
2020-01-05 13:00:00,0.121398611
2020-01-05 14:00:00,0.121052778
2020-01-05 15:00:00,0.120693056
2020-01-05 16:00:00,0.120351389
2020-01-05 17:00:00,0.120027778
2020-01-05 18:00:00,0.119727778
2020-01-05 19:00:00,0.119469444
2020-01-05 20:00:00,0.119283333
2020-01-05 21:00:00,0.119113889
2020-01-05 22:00:00,0.118995833
2020-01-05 23:00:00,0.118875
2020-01-06 00:00:00,0.118752778
2020-01-06 01:00:00,0.118638889
2020-01-06 02:00:00,0.118511111
2020-01-06 03:00:00,0.1183875
2020-01-06 04:00:00,0.118175
2020-01-06 05:00:00,0.117970833
2020-01-06 06:00:00,0.117733333
2020-01-06 07:00:00,0.117476389
2020-01-06 08:00:00,0.117165278
2020-01-06 09:00:00,0.116818056
2020-01-06 10:00:00,0.116386111
2020-01-06 11:00:00,0.115877778
2020-01-06 12:00:00,0.115309722
2020-01-06 13:00:00,0.114697222
2020-01-06 14:00:00,0.114004167
2020-01-06 15:00:00,0.113202778
2020-01-06 16:00:00,0.112430556
2020-01-06 17:00:00,0.111572222
2020-01-06 18:00:00,0.110697222
2020-01-06 19:00:00,0.109898611
2020-01-06 20:00:00,0.109118056
2020-01-06 21:00:00,0.108381944
2020-01-06 22:00:00,0.107681944
2020-01-06 23:00:00,0.107015278
2020-01-07 00:00:00,0.106406944
2020-01-07 01:00:00,0.105818056
2020-01-07 02:00:00,0.105258333
2020-01-07 03:00:00,0.104744444
2020-01-07 04:00:00,0.104247222
2020-01-07 05:00:00,0.103797222
2020-01-07 06:00:00,0.103344444
2020-01-07 07:00:00,0.102872222
2020-01-07 08:00:00,0.102411111
2020-01-07 09:00:00,0.101955556
2020-01-07 10:00:00,0.101481944
2020-01-07 11:00:00,0.101006944
2020-01-07 12:00:00,0.100538889
2020-01-07 13:00:00,0.100070833
2020-01-07 14:00:00,0.0996125
2020-01-07 15:00:00,0.099172222
2020-01-07 16:00:00,0.098727778
2020-01-07 17:00:00,0.098268056
2020-01-07 18:00:00,0.097818056
2020-01-07 19:00:00,0.0974125
2020-01-07 20:00:00,0.096993056
2020-01-07 21:00:00,0.096563889
2020-01-07 22:00:00,0.096177778
2020-01-07 23:00:00,0.095836111
2020-01-08 00:00:00,0.095490278
2020-01-08 01:00:00,0.095201389
2020-01-08 02:00:00,0.094940278
2020-01-08 03:00:00,0.094723611
2020-01-08 04:00:00,0.094568056
2020-01-08 05:00:00,0.094431944
2020-01-08 06:00:00,0.094369444
2020-01-08 07:00:00,0.094341667
2020-01-08 08:00:00,0.094330556
2020-01-08 09:00:00,0.094322222
2020-01-08 10:00:00,0.094333333
2020-01-08 11:00:00,0.0943625
2020-01-08 12:00:00,0.094401389
2020-01-08 13:00:00,0.094458333
2020-01-08 14:00:00,0.094504167
2020-01-08 15:00:00,0.094543056
2020-01-08 16:00:00,0.094568056
2020-01-08 17:00:00,0.094615278
2020-01-08 18:00:00,0.094677778
2020-01-08 19:00:00,0.094747222
2020-01-08 20:00:00,0.094805556
2020-01-08 21:00:00,0.094881944
2020-01-08 22:00:00,0.094991667
2020-01-08 23:00:00,0.095086111
2020-01-09 00:00:00,0.095191667
2020-01-09 01:00:00,0.095306944
