Time,POT_NTR,acc_14hr,Matched_Tide_Time,Matched_Tide_Value,Lag_Time,Lag_Time_Hours
1950-01-04 14:00:00,0.357520179,17.34469729763919,1950-01-05 05:00:00,0.186,0 days 15:00:00,15.0
1952-01-28 13:00:00,0.427094444,34.41722298973482,1952-01-29 07:00:00,0.037,0 days 18:00:00,18.0
1953-01-09 06:00:00,0.447390278,10.175217500016624,1953-01-10 00:00:00,0.045,0 days 18:00:00,18.0
1953-01-23 15:00:00,0.4541,17.85260185057245,1953-01-24 00:00:00,0.079,0 days 09:00:00,9.0
1954-01-11 01:00:00,0.341168056,5.694477420670087,1954-01-11 23:00:00,-0.017,0 days 22:00:00,22.0
1954-01-16 12:00:00,0.3602375,1.0112184888575335,1954-01-17 03:00:00,0.152,0 days 15:00:00,15.0
1955-01-18 18:00:00,0.522276389,16.233790824723382,1955-01-19 01:00:00,0.062,0 days 07:00:00,7.0
1956-01-19 07:00:00,0.486293056,33.84146602773868,1956-01-19 22:00:00,-0.058,0 days 15:00:00,15.0
1956-01-23 11:00:00,0.438530556,34.80598186351278,1956-01-25 02:00:00,0.143,1 days 15:00:00,39.0
1958-01-13 09:00:00,0.567247222,12.896753277362654,1958-01-14 00:00:00,0.023,0 days 15:00:00,15.0
1958-01-21 08:00:00,0.631530556,46.09605104114775,1958-01-22 06:00:00,-0.002,0 days 22:00:00,22.0
1958-01-24 06:00:00,0.599306944,8.486272006434097,1958-01-24 07:00:00,-0.085,0 days 01:00:00,1.0
1959-01-16 02:00:00,0.4008375,19.14573672236932,1959-01-17 00:00:00,-0.053,0 days 22:00:00,22.0
1959-01-21 19:00:00,0.568772222,6.853947374951016,1959-01-22 03:00:00,0.07,0 days 08:00:00,8.0
1960-01-18 01:00:00,0.422443056,42.204360755777365,1960-01-18 07:00:00,-0.021,0 days 06:00:00,6.0
1961-01-13 20:00:00,0.50725,11.546338326715045,1961-01-14 02:00:00,0.096,0 days 06:00:00,6.0
1962-01-01 01:00:00,0.461679167,16.54157676329546,1962-01-03 02:00:00,0.073,2 days 01:00:00,49.0
1962-01-06 10:00:00,0.451668056,34.61927762591606,1962-01-07 05:00:00,0.162,0 days 19:00:00,19.0
1962-01-27 22:00:00,0.394188889,11.34158994896444,1962-01-27 23:00:00,-0.094,0 days 01:00:00,1.0
1963-01-12 02:00:00,0.429925,26.13228014395095,1963-01-12 06:00:00,0.1,0 days 04:00:00,4.0
1963-01-20 21:00:00,0.398806944,48.66383991854083,1963-01-21 01:00:00,0.04,0 days 04:00:00,4.0
1964-01-06 19:00:00,0.441375,36.63078300005984,1964-01-07 01:00:00,-0.068,0 days 06:00:00,6.0
1964-01-20 06:00:00,0.442306944,5.116977789304034,1964-01-20 08:00:00,-0.056,0 days 02:00:00,2.0
1965-01-23 17:00:00,0.4535875,83.97909278199795,1965-01-23 23:00:00,-0.083,0 days 06:00:00,6.0
1966-01-15 10:00:00,0.4988125,15.236958930671356,1966-01-16 00:00:00,0.051,0 days 14:00:00,14.0
1966-01-29 09:00:00,0.504141667,13.420773793973002,1966-01-29 23:00:00,-0.016,0 days 14:00:00,14.0
1967-01-07 09:00:00,0.378634722,3.5500310925850345,1967-01-08 02:00:00,0.153,0 days 17:00:00,17.0
1968-01-10 07:00:00,0.3745,1.916950028783432,1968-01-11 01:00:00,0.079,0 days 18:00:00,18.0
1970-01-06 10:00:00,0.454052778,13.055575036892082,1970-01-07 04:00:00,0.226,0 days 18:00:00,18.0
